,logFC,FDR,FC,geneLen,GC_content,median_IUPRED,5UTR_PARS_RNAstructure,CDS_PARS_RNAstructure,3UTR_PARS_RNAstructure,%AA_A,%AA_C,%AA_D,%AA_E,%AA_F,%AA_G,%AA_H,%AA_I,%AA_K,%AA_L,%AA_M,%AA_N,%AA_P,%AA_Q,%AA_R,%AA_S,%AA_T,%AA_V,%AA_W,%AA_Y,%Helical,%urn,%Beta-sheet,number of physical interaction,number of positive genetic interaction,number of negative genetic interaction,RNAseq RPKM,RNAseq log2(RPKM),MS mean,log2(MS),Imputed log2(MS),protein_synthesis_rate,real_protein_synthesis_rate,Ribo_profilling_init_rate,Ribo_profilling_ribo_num,Ribo_profilling_trans_rate,Ribo_profilling_trans_time,Ribo_profilling_delay_time,IDR ratio,Control Median,control Localization,GOMF,GOBP slim,GOCC slim,Number of complexe,Sum d0 Pause Score,Sum Odds Ratio,intron length,Intron status,aliphaticIndex,aromaticityScore,cai,codonBias,fopScore,gravyScore,instabilityIndex,molecularWeight,pI
YIL123W,-0.609584922629331,0.142587580934287,0.6553852355019274,1431.0,47.5891,0.3667,0.007163265306122,1.04657990196078,0.511939759036143,0.1006,0.021,0.0503,0.0419,0.0168,0.0922,0.0126,0.0377,0.0356,0.0377,0.0063,0.0356,0.0356,0.0231,0.0084,0.2138,0.0943,0.0797,0.0147,0.0398,0.2264,0.3774,0.1866,,,,58.90458295250001,5.9045944743608985,285763333.3333333,28.09024557837063,28.09024557837063,2069.23699130435,0.200068312876824,0.313,15.925,0.174,91.308,3.875,0.2368972746331236,,,GO:0003824;GO:0016787;GO:0016798,GO:0005975;GO:0005976;GO:0007047;GO:0008152;GO:0009056;GO:0009987;GO:0016043;GO:0043170;GO:0044238;GO:0045229;GO:0070882;GO:0071554;GO:0071555,GO:0005576;GO:0005618;GO:0030312;GO:0044464,0.0,23.599999999999998,88.96000000000001,,0.0,62.75,0.07,0.36,0.52,0.72,-0.2,35.0,48167.3,4.2
YIL124W,-0.146167602764993,0.600852427051486,0.9036477408369143,894.0,40.7159,0.124,0.046041666666667,0.423832214765099,-0.017843137254902,0.0973,0.0134,0.0537,0.047,0.057,0.0671,0.0101,0.0604,0.0906,0.0839,0.0268,0.0537,0.0503,0.0302,0.0403,0.0638,0.0436,0.0671,0.0034,0.0369,0.3087,0.2349,0.255,5.0,13.0,30.0,40.537440445,5.3763404143180065,517620000.0,28.94731812369751,28.94731812369751,,,0.192,10.439,0.126,82.565,14.531,0.0302013422818791,,,GO:0000140;GO:0003824;GO:0004806;GO:0016298;GO:0016491;GO:0016614;GO:0016616;GO:0016787;GO:0016788;GO:0052689,GO:0006082;GO:0006629;GO:0006662;GO:0008152;GO:0009056;GO:0009058;GO:0009987;GO:0042180;GO:0044237;GO:0044238;GO:0044255;GO:0044281,GO:0005783;GO:0005811;GO:0043226;GO:0043229;GO:0043231;GO:0044464,0.0,0.24,6.86,,0.0,81.61,0.1,0.18,0.15,0.52,-0.16,37.38,32823.3,9.61
YIL126W,-0.569900396899243,0.685737660339323,0.6736632962775971,4080.0,37.6961,0.3356,,,,0.0596,0.0044,0.0669,0.0993,0.036,0.0368,0.0176,0.0625,0.0949,0.1066,0.0176,0.0522,0.0324,0.0493,0.064,0.061,0.0654,0.0434,0.0074,0.0221,0.2779,0.1824,0.2831,47.0,3.0,1.0,30.066688109999998,4.957296544845547,1932133333.3333333,30.847547510346295,30.847547510346295,453.716593913043,0.0438684954163619,0.016,4.503,0.015,298.529,1.624,0.2470588235294117,56.23,nucleus,GO:0000166;GO:0003676;GO:0003677;GO:0003824;GO:0004386;GO:0005488;GO:0005515;GO:0005524;GO:0008094;GO:0015616;GO:0016462;GO:0016787;GO:0016817;GO:0016818;GO:0016887;GO:0017076;GO:0017111;GO:0030554;GO:0032553;GO:0032555;GO:0032559;GO:0035639;GO:0042393;GO:0042623;GO:0070577,GO:0006139;GO:0006259;GO:0006281;GO:0006325;GO:0006354;GO:0006807;GO:0006950;GO:0006974;GO:0006996;GO:0007010;GO:0007059;GO:0007126;GO:0008152;GO:0009058;GO:0009987;GO:0016043;GO:0016070;GO:0016568;GO:0022411;GO:0022607;GO:0034641;GO:0043170;GO:0044237;GO:0044238;GO:0050896;GO:0051276;GO:0065007,GO:0005634;GO:0016585;GO:0032991;GO:0043226;GO:0043229;GO:0043231;GO:0043234;GO:0044464,1.0,,,,0.0,79.26,0.07,0.19,0.13,0.51,-0.73,40.61,156734.6,6.68
YIL127C,0.0522975242853196,0.854476419724598,1.0369149199852694,621.0,37.8422,0.5382,,,,0.029,0.0048,0.0725,0.0725,0.0145,0.0386,0.0338,0.0338,0.1546,0.1111,0.0048,0.058,0.0242,0.0628,0.0676,0.087,0.0435,0.0628,0.0048,0.0145,0.2415,0.2077,0.2174,1.0,4.0,44.0,25.2407771875,4.713738544566975,796430000.0,29.568972326564527,29.568972326564527,,,0.156,7.018,0.11,63.866,11.629,,17.45,nucleus,,GO:0006139;GO:0006807;GO:0008152;GO:0009058;GO:0009987;GO:0016070;GO:0034641;GO:0043170;GO:0044237;GO:0044238;GO:0065007,GO:0005730;GO:0043226;GO:0043229;GO:0043232;GO:0044464,0.0,,,,0.0,72.93,0.03,0.12,-0.04,0.4,-1.18,50.32,23861.6,10.56
YIL128W,-2.92850047325058,0.0046755650811048,0.13135103984275923,3099.0,35.1081,0.0494,,,,0.0474,0.0126,0.0532,0.0687,0.0581,0.0232,0.0145,0.0774,0.0823,0.1433,0.0174,0.0678,0.0319,0.0348,0.0242,0.0774,0.0639,0.0639,0.0058,0.031,0.3795,0.2004,0.2769,12.0,21.0,104.0,21.8169468725,4.512033852921139,79877333.33333333,26.251282852173066,26.251282852173066,,,0.181,35.133,0.109,321.633,46.877,0.0,35.42,cytosol,,GO:0006139;GO:0006259;GO:0006281;GO:0006807;GO:0006950;GO:0006974;GO:0008152;GO:0009058;GO:0009628;GO:0009987;GO:0016070;GO:0034641;GO:0042221;GO:0043170;GO:0044237;GO:0044238;GO:0050896;GO:0051186,GO:0005634;GO:0005829;GO:0043226;GO:0043229;GO:0043231;GO:0044464,0.0,,,,0.0,104.42,0.09,0.14,0.04,0.46,0.0,35.78,117867.4,5.65
YIL132C,0.576266000733209,0.0336398733988304,1.4909852658291658,642.0,37.6947,0.1702,,,,0.0327,0.0093,0.0421,0.0841,0.0421,0.0187,0.0093,0.0748,0.0748,0.1355,0.0187,0.0748,0.0421,0.0467,0.0607,0.0794,0.0607,0.0421,0.0093,0.0374,0.3411,0.215,0.271,7.0,7.0,48.0,6.21292722975,2.850584868730373,19464333.333333332,24.214329670575623,24.214329670575623,,,0.088,4.43,0.073,60.264,2.485,0.0,17.54,below threshold,,GO:0006139;GO:0006259;GO:0006281;GO:0006310;GO:0006807;GO:0006950;GO:0006974;GO:0006996;GO:0007059;GO:0008152;GO:0009058;GO:0009987;GO:0016043;GO:0022607;GO:0034622;GO:0034641;GO:0043170;GO:0044237;GO:0044238;GO:0050896;GO:0051276;GO:0065003,GO:0005634;GO:0005737;GO:0043226;GO:0043229;GO:0043231;GO:0044464,0.0,,,,0.0,91.94,0.09,0.12,0.03,0.44,-0.44,46.29,24955.0,8.62
YIL133C,0.533574398727809,0.595060514744696,1.4475110873599788,600.0,41.0,0.21115,-0.750526315789473,0.389706666666666,-0.373670886075949,0.12,0.0,0.025,0.05,0.045,0.065,0.02,0.025,0.13,0.09,0.01,0.025,0.04,0.02,0.08,0.055,0.04,0.11,0.005,0.04,0.315,0.185,0.27,193.0,3.0,39.0,1712.0217547500001,10.742327757899906,68343000000.0,35.99207452692425,35.99207452692425,26344.7926086957,2.54719891073913,0.294,6.998,0.197,35.566,1.846,0.0,373.13,cytosol,GO:0003676;GO:0003723;GO:0003735;GO:0005198;GO:0005488,GO:0002181;GO:0006412;GO:0008152;GO:0009058;GO:0009987;GO:0019538;GO:0043170;GO:0044237;GO:0044238,GO:0030529;GO:0032991;GO:0044464,1.0,6.430000000000001,8.07,289.0,1.0,81.79,0.09,0.61,0.7,0.83,-0.29,36.44,22228.6,11.15
YIL134C-A,-0.424764464186757,0.305744019763661,0.744960344593297,204.0,35.7843,0.00505,,,,0.1029,0.0294,0.0441,0.0147,0.0735,0.0147,0.0,0.0735,0.0441,0.1176,0.0147,0.0588,0.0147,0.0147,0.0441,0.0735,0.0588,0.1176,0.0147,0.0588,0.4559,0.1618,0.25,,,,2.0586872796666666,1.6129126132260883,,,26.036774127304767,,,,,,,,,,,,,GO:0044464,0.0,,,,0.0,112.3,0.15,0.15,0.09,0.49,0.72,33.15,7600.0,8.72
YIL134W,-0.552529401131669,0.117239039541193,0.681823674352951,936.0,42.6282,0.0662,-0.004594594594595,0.086192307692308,-0.015195530726257,0.0641,0.0064,0.0224,0.0321,0.0385,0.0865,0.0192,0.0641,0.0673,0.1346,0.0224,0.0481,0.0288,0.0449,0.0449,0.0801,0.0641,0.0737,0.0128,0.0417,0.3654,0.2436,0.2532,,,,20.978981975,4.458052659808166,,,21.965209172037227,,,0.059,4.502,0.052,87.128,5.058,0.0,15.53,below threshold,GO:0005215;GO:0015230;GO:0022857;GO:0022891;GO:0022892;GO:0051184,GO:0006810;GO:0009987;GO:0015931;GO:0051181;GO:0051234;GO:0055085,GO:0005739;GO:0016020;GO:0043226;GO:0043229;GO:0043231;GO:0044464,0.0,,,,0.0,102.81,0.09,0.11,0.08,0.46,0.09,24.68,34427.7,10.42
YIL136W,-3.3838579425342,0.0003867652303785,0.09579817998229113,1182.0,47.9695,0.4979,,,,0.1066,0.0,0.0711,0.1091,0.0228,0.066,0.0051,0.033,0.1244,0.0685,0.0127,0.0482,0.0152,0.0584,0.0635,0.0863,0.0254,0.0305,0.0254,0.0254,0.2056,0.2157,0.297,5.0,1.0,11.0,2.4815150925,1.7997152775548395,2314033333.3333335,31.10776250102933,31.10776250102933,741.495630434783,0.0716929865501346,0.184,10.308,0.122,84.371,3.385,0.4847715736040609,13.6,below threshold,,,GO:0005739;GO:0016020;GO:0043226;GO:0043229;GO:0043231;GO:0044464,0.0,,,,0.0,54.03,0.07,0.15,0.18,0.53,-1.17,43.17,44584.0,9.18
YIL138C,0.604625187808905,0.0862689005426814,1.5205836542659705,486.0,36.8313,0.6136,0.107619047619047,0.330973251028805,0.242484472049689,0.0494,0.0062,0.0556,0.2284,0.0062,0.0062,0.0,0.0247,0.1296,0.1296,0.0185,0.0802,0.0,0.0741,0.0309,0.0926,0.0185,0.0123,0.0123,0.0185,0.2037,0.179,0.4259,1.0,5.0,28.0,57.086163445,5.860122638781666,3555466666.6666665,31.727391785122844,31.727391785122844,,,0.178,4.494,0.128,35.136,1.493,0.9320987654320988,65.91,cytosol,GO:0003779;GO:0003786;GO:0005488;GO:0005515;GO:0008092;GO:0051015,GO:0006810;GO:0006887;GO:0006996;GO:0007005;GO:0007010;GO:0007033;GO:0007163;GO:0009987;GO:0016043;GO:0016192;GO:0022607;GO:0040007;GO:0046903;GO:0048308;GO:0051179;GO:0051234;GO:0051640;GO:0051641,GO:0044464,0.0,0.33,5.55,,0.0,63.84,0.04,0.25,0.24,0.57,-1.5,52.08,19072.9,4.18
YIL139C,0.522987259872828,0.218044898606023,1.436927487292879,738.0,34.4173,0.1336,,,,0.0163,0.0163,0.0772,0.0894,0.0528,0.0325,0.0244,0.0935,0.065,0.1138,0.0081,0.065,0.0407,0.0366,0.0407,0.0691,0.0325,0.065,0.0122,0.0447,0.3821,0.2073,0.2276,10.0,,27.0,9.49911133,3.392195314773083,,,24.022234634803425,,,,,,,,0.0,18.11,below threshold,,GO:0006139;GO:0006259;GO:0006281;GO:0006807;GO:0006950;GO:0006974;GO:0008152;GO:0009058;GO:0009987;GO:0034641;GO:0043170;GO:0044237;GO:0044238;GO:0050896,GO:0005739;GO:0032991;GO:0042575;GO:0043226;GO:0043229;GO:0043231;GO:0043234;GO:0044464,2.0,,,,0.0,95.29,0.11,0.17,0.06,0.47,-0.32,48.08,28744.8,4.57
YIL140W,1.00416671871803,0.512936445104877,2.0057846481059505,2472.0,40.6958,0.2884,0.0,0.333451051779937,0.0,0.0619,0.0049,0.0716,0.0425,0.0461,0.0376,0.017,0.051,0.0437,0.0837,0.0109,0.0813,0.0595,0.0316,0.0316,0.1383,0.0752,0.0619,0.0109,0.0376,0.2913,0.3167,0.199,5.0,13.0,66.0,48.677404030000005,5.634517880142636,427743333.3333333,28.672170131992026,28.672170131992026,,,0.109,15.91,0.077,205.359,7.036,0.3725728155339806,,bud neck,GO:0005488;GO:0005509;GO:0043167;GO:0043169;GO:0046872,GO:0000003;GO:0007114;GO:0007163;GO:0009987;GO:0051301,GO:0005856;GO:0030427;GO:0043226;GO:0043229;GO:0043232;GO:0044464,0.0,,,,0.0,74.13,0.09,0.16,0.11,0.49,-0.41,45.98,90751.9,4.6
YIL142W,0.505215087275344,0.376791392243153,1.4193349450129005,1584.0,43.6237,0.2503,0.0,0.539556186868687,0.09462962962963,0.0985,0.0114,0.0663,0.0701,0.0341,0.0644,0.0152,0.0758,0.0795,0.1061,0.0189,0.0436,0.0189,0.036,0.0436,0.0777,0.0682,0.0606,0.0,0.0095,0.286,0.2045,0.2936,7.0,16.0,163.0,81.39566451750001,6.364496522785465,8657966666.666666,33.011381100311006,33.011381100311006,,,0.15,15.794,0.11,143.295,19.152,0.0094696969696969,25.29,nucleus,GO:0000166;GO:0005488;GO:0005515;GO:0005524;GO:0017076;GO:0030554;GO:0032553;GO:0032555;GO:0032559;GO:0035639;GO:0051082,GO:0006457;GO:0008152;GO:0009987;GO:0019538;GO:0043170;GO:0044237;GO:0044238,GO:0032991;GO:0043234;GO:0044464,1.0,0.41,5.31,,0.0,96.62,0.04,0.19,0.23,0.56,-0.15,34.81,57197.0,5.96
YIL144W,0.714169187207136,0.0663543955407347,1.6405381997109965,2076.0,33.526,0.3529,,,,0.0217,0.0029,0.0477,0.0968,0.0289,0.0347,0.0231,0.0896,0.1055,0.1113,0.0188,0.0824,0.0188,0.0621,0.0477,0.091,0.0578,0.026,0.0072,0.0246,0.2876,0.2269,0.2486,63.0,13.0,116.0,5.05021743275,2.5969869909018444,144873333.33333334,27.11021683318411,27.11021683318411,,,,,,,,0.1690751445086705,,,GO:0005198;GO:0005200;GO:0005488;GO:0005515;GO:0042802,GO:0000280;GO:0006996;GO:0007010;GO:0007059;GO:0007067;GO:0009987;GO:0016043;GO:0048285;GO:0051179;GO:0051301;GO:0051641,GO:0000776;GO:0032991;GO:0043226;GO:0043229;GO:0043232;GO:0043234;GO:0044464,1.0,,,,0.0,83.96,0.06,0.14,0.01,0.45,-0.81,47.09,80494.3,9.18
YIL145C,1.02955666619933,0.156852217852469,2.041396842804846,930.0,42.6882,0.1671,0.359772727272727,0.489605376344084,0.304936555891238,0.0484,0.0129,0.0613,0.0677,0.0484,0.0419,0.0161,0.071,0.0484,0.0935,0.0226,0.0484,0.0516,0.0452,0.0548,0.0645,0.0613,0.1032,0.0065,0.029,0.3516,0.2065,0.2323,2.0,20.0,55.0,58.67658803999999,5.8990931479321445,241083333.33333334,27.844956682516834,27.844956682516834,,,,,,,,0.0,15.51,below threshold,GO:0000166;GO:0003824;GO:0004592;GO:0005488;GO:0005524;GO:0016874;GO:0016879;GO:0016881;GO:0017076;GO:0030554;GO:0032553;GO:0032555;GO:0032559;GO:0035639,GO:0006082;GO:0006520;GO:0006766;GO:0006807;GO:0008152;GO:0009058;GO:0009308;GO:0009987;GO:0034641;GO:0042180;GO:0044237;GO:0044238;GO:0044281;GO:0051186,GO:0005634;GO:0005737;GO:0043226;GO:0043229;GO:0043231;GO:0044464,0.0,,,,0.0,93.57,0.08,0.13,0.07,0.48,-0.1,34.52,35024.5,5.08
YIL146C,2.16323346876586,8.44356567762189e-07,4.479176353090928,1590.0,39.4969,0.3019,,,,0.034,0.0113,0.0491,0.0623,0.0472,0.0509,0.0189,0.0698,0.0811,0.1019,0.0151,0.0472,0.0547,0.0566,0.0264,0.1302,0.0642,0.0472,0.0094,0.0208,0.2962,0.283,0.2132,6.0,7.0,32.0,8.076965739,3.18221011195709,,,23.810479760818637,,,0.038,4.395,0.035,126.298,1.574,0.320754716981132,17.73,below threshold,,GO:0006914;GO:0008152;GO:0009056;GO:0009987;GO:0044237,GO:0016020;GO:0044464,0.0,,,,0.0,82.46,0.08,0.13,0.05,0.45,-0.39,46.29,58967.5,7.05
YIL147C,0.217712035730848,0.629249133517508,1.1628879040701117,3663.0,38.7387,0.3117,,,,0.059,0.0057,0.0524,0.0598,0.0393,0.0598,0.0164,0.0639,0.0647,0.1007,0.0197,0.0655,0.0401,0.0311,0.0467,0.1097,0.077,0.059,0.0041,0.0246,0.2916,0.2752,0.2391,9.0,8.0,51.0,33.11302128,5.0922506303325425,121936666.66666667,26.86155678420571,26.86155678420571,,,,,,,,0.3038493038493038,19.92,below threshold,GO:0000155;GO:0000166;GO:0003824;GO:0004672;GO:0004673;GO:0004871;GO:0004872;GO:0004888;GO:0005034;GO:0005488;GO:0005524;GO:0009927;GO:0016301;GO:0016740;GO:0016772;GO:0016773;GO:0016775;GO:0017076;GO:0030554;GO:0032553;GO:0032555;GO:0032559;GO:0035639;GO:0038023;GO:0043167;GO:0043169;GO:0046872;GO:0060089,GO:0006464;GO:0006468;GO:0006793;GO:0006950;GO:0006970;GO:0007165;GO:0008152;GO:0009628;GO:0009987;GO:0018193;GO:0019538;GO:0031399;GO:0043170;GO:0043412;GO:0044237;GO:0044238;GO:0050896;GO:0065007,GO:0005886;GO:0016020;GO:0044464,0.0,,,,0.0,85.19,0.07,0.13,0.04,0.45,-0.33,43.64,134435.7,7.51
YIL148W,0.405811774277517,0.0482211841961165,1.3248341571355828,387.0,39.5349,0.3356,0.650714285714285,0.613072351421188,-0.161484848484848,0.0388,0.0388,0.0543,0.0465,0.0155,0.0543,0.0155,0.0698,0.1318,0.1085,0.0078,0.0388,0.0465,0.0543,0.0775,0.062,0.0698,0.0388,0.0,0.0233,0.2558,0.2016,0.2016,27.0,18.0,98.0,2880.2984575,11.492503393564435,,,24.449051899028447,162299.956521739,15.6922955745238,0.122,2.125,0.104,20.38,0.446,0.1085271317829457,165.65,nucleus:cytosol,,,,1.0,7.9799999999999995,10.819999999999999,433.0,1.0,81.98,0.04,0.74,0.82,0.9,-0.71,32.52,14568.3,10.51
YIL149C,-1.37893975889242,0.0825765382182068,0.38450126269936075,5040.0,35.0992,0.4087,,,,0.0482,0.0095,0.0524,0.1351,0.0232,0.0137,0.0107,0.0601,0.1268,0.1125,0.0161,0.069,0.0131,0.0595,0.0476,0.0905,0.0536,0.0363,0.0042,0.0173,0.2536,0.1863,0.3119,234.0,1.0,15.0,10.747325278,3.5542604050875535,959056666.6666666,29.83704082121022,29.83704082121022,109.236547391304,0.010561753841106,,,,,,0.1970238095238095,14.58,below threshold,GO:0005488;GO:0043021,GO:0006605;GO:0006810;GO:0006913;GO:0006996;GO:0009987;GO:0015031;GO:0015931;GO:0016043;GO:0031023;GO:0051169;GO:0051179;GO:0051234;GO:0051276;GO:0051641;GO:0065007,GO:0005635;GO:0005654;GO:0005737;GO:0005815;GO:0044464,0.0,,,,0.0,77.53,0.04,0.15,0.05,0.47,-0.96,49.87,195121.7,5.72
YIL150C,-0.42242835682837,0.0425166139938729,0.7461676109001948,1716.0,39.8601,0.4409,,,,0.0455,0.0087,0.0437,0.0857,0.0507,0.0524,0.0245,0.0647,0.1206,0.0752,0.0157,0.0577,0.0455,0.0402,0.0629,0.0804,0.0507,0.042,0.0105,0.021,0.264,0.236,0.222,28.0,18.0,148.0,5.9064149705,2.7879370208255954,113980000.0,26.764205469548482,26.764205469548482,,,,,,,,0.4143356643356643,16.21,below threshold,GO:0003676;GO:0003677;GO:0003688;GO:0003690;GO:0003697;GO:0005488;GO:0043167;GO:0043169;GO:0043565;GO:0043566;GO:0046872,GO:0006139;GO:0006259;GO:0006281;GO:0006310;GO:0006807;GO:0006950;GO:0006974;GO:0007049;GO:0008152;GO:0009987;GO:0016458;GO:0034641;GO:0040029;GO:0043170;GO:0044237;GO:0044238;GO:0050896;GO:0065007,GO:0005634;GO:0032991;GO:0043226;GO:0043229;GO:0043231;GO:0043234;GO:0044464,0.0,,,,0.0,66.9,0.08,0.12,-0.01,0.43,-0.83,48.23,65847.2,10.33
YIL152W,1.01621875876811,0.0008368412449138,2.0226108310243096,708.0,44.0678,0.55815,0.0,0.104463276836157,0.0,0.0254,0.0042,0.0424,0.0254,0.0254,0.0127,0.0508,0.072,0.0805,0.0975,0.0085,0.0551,0.0593,0.1356,0.0424,0.1398,0.0466,0.0381,0.0212,0.0127,0.2669,0.2669,0.1568,9.0,2.0,37.0,6.745951771749999,2.9534425188109132,,,25.56819515747141,,,0.063,4.449,0.054,82.088,10.59,,16.78,below threshold,,,,0.0,,,,0.0,75.94,0.06,0.09,-0.04,0.4,-0.86,76.66,27214.2,10.7
YIL153W,-2.00605967232562,0.0001219504995946,0.2489521409758289,1182.0,51.269,0.15825,0.500869565217391,0.377868950930625,0.0,0.0431,0.0102,0.0508,0.0558,0.0508,0.0609,0.0482,0.0431,0.0381,0.1066,0.0305,0.0381,0.0711,0.0431,0.0533,0.0761,0.0609,0.0558,0.0203,0.0406,0.3173,0.2462,0.236,41.0,4.0,84.0,32.827905145,5.080141933251994,47001000.0,25.486188147009422,25.486188147009422,,,0.07,7.064,0.06,118.012,13.783,0.1700507614213198,29.32,cytosol,GO:0003755;GO:0003824;GO:0008047;GO:0008601;GO:0016853;GO:0016859;GO:0019208;GO:0019211;GO:0019888;GO:0030234,GO:0006139;GO:0006259;GO:0006281;GO:0006464;GO:0006807;GO:0006950;GO:0006970;GO:0006974;GO:0006996;GO:0007010;GO:0008152;GO:0009628;GO:0009987;GO:0016043;GO:0018193;GO:0019538;GO:0034641;GO:0043170;GO:0043412;GO:0044237;GO:0044238;GO:0050896;GO:0065007,GO:0005634;GO:0005737;GO:0043226;GO:0043229;GO:0043231;GO:0044464,1.0,,,,0.0,74.47,0.11,0.09,0.06,0.45,-0.38,49.93,45076.7,6.83
YIL154C,-0.421196486885801,0.601623382066641,0.7468050110208564,1041.0,56.0038,0.3566,0.346842105263157,0.259294908741593,-0.035769230769231,0.0432,0.0144,0.0893,0.0951,0.0231,0.0576,0.0288,0.0432,0.0576,0.0951,0.0288,0.0346,0.0317,0.0317,0.0663,0.1009,0.0461,0.0778,0.0086,0.0231,0.2709,0.2248,0.2622,5.0,,,13.734375392499999,3.8811139991061663,231126666.66666666,27.78410848835844,27.78410848835844,,,0.141,10.392,0.1,104.29,14.453,0.3487031700288184,26.47,cytosol,GO:0000988;GO:0000989;GO:0003712;GO:0003713,GO:0007154;GO:0009605;GO:0009987;GO:0009991;GO:0042221;GO:0050896;GO:0065007,,0.0,,,,0.0,76.85,0.05,0.11,0.14,0.5,-0.6,48.72,39050.1,4.69
YIL155C,-2.49888726364205,0.0014055859782783,0.17691309400090988,1950.0,48.6154,0.1969,,,,0.0815,0.0123,0.0554,0.0523,0.0446,0.0615,0.02,0.0492,0.0646,0.0923,0.0277,0.0508,0.0492,0.0323,0.0462,0.0631,0.0708,0.0754,0.0138,0.0354,0.3108,0.2246,0.2538,,,,10.13447772025,3.476961982777159,435163333.3333333,28.69698176328848,28.69698176328848,,,0.081,10.389,0.07,148.452,5.869,0.0246153846153846,18.71,mitochondria,GO:0003824;GO:0004368;GO:0016491;GO:0016614;GO:0016901;GO:0052590;GO:0052591,GO:0005975;GO:0006066;GO:0006139;GO:0006793;GO:0006807;GO:0007568;GO:0008152;GO:0009056;GO:0009117;GO:0009987;GO:0032502;GO:0034641;GO:0044237;GO:0044238;GO:0044281;GO:0046483;GO:0051186;GO:0055086,GO:0005739;GO:0016020;GO:0032991;GO:0043226;GO:0043229;GO:0043231;GO:0043234;GO:0044464,0.0,,,,0.0,80.75,0.09,0.18,0.27,0.58,-0.21,33.03,72391.7,8.01
YIL157C,1.05038931857727,0.0002299194956539,2.0710886660649783,594.0,44.1077,0.1823,0.044193548387097,0.192558922558922,0.050397727272727,0.0707,0.0,0.0455,0.0657,0.0404,0.0556,0.0152,0.0909,0.0707,0.101,0.0101,0.0556,0.0455,0.0051,0.0707,0.0758,0.0758,0.0657,0.0101,0.0253,0.3333,0.2323,0.2475,9.0,2.0,57.0,42.6657497125,5.448430205416628,76957000.0,26.197549242857814,26.197549242857814,,,,,,,,0.0,16.8,below threshold,,GO:0006461;GO:0009987;GO:0016043;GO:0022607;GO:0034622;GO:0065003;GO:0070271,GO:0044464,0.0,,,,0.0,97.51,0.08,0.19,0.29,0.6,-0.17,34.9,22050.7,10.12
YIL158W,0.946224331063692,0.000226753919957,1.9268233750776238,615.0,42.439,0.3983,-0.379032258064516,0.325447154471543,0.15438775510204,0.078,0.0098,0.0439,0.0829,0.0293,0.0439,0.0098,0.0537,0.0732,0.0634,0.0293,0.0585,0.0439,0.0244,0.0537,0.1024,0.0683,0.0732,0.0049,0.0488,0.2732,0.2488,0.2537,,,,40.3054897625,5.368261632628895,22417333.333333332,24.418111400306607,24.418111400306607,,,0.238,6.981,0.113,61.54,6.87,0.224390243902439,22.75,vacuole,,GO:0007049;GO:0009987,GO:0016020;GO:0044464,0.0,,,,0.0,70.23,0.08,0.12,0.02,0.45,-0.49,42.81,22840.1,7.4
YIL160C,-0.880721183791307,0.0044621116153414,0.543095877092081,1254.0,45.614,0.2079,,,,0.1053,0.0191,0.0455,0.0622,0.0335,0.0909,0.0096,0.0789,0.0646,0.0885,0.0191,0.067,0.0455,0.0383,0.0455,0.0574,0.0359,0.0694,0.0,0.0215,0.2919,0.2608,0.2751,3.0,6.0,28.0,0.61896356225,0.6950705155028645,154520000.0,27.203218351118004,27.203218351118004,,,0.05,4.39,0.046,95.406,2.773,0.0287081339712918,,,GO:0003676;GO:0003723;GO:0003729;GO:0003824;GO:0003988;GO:0005488;GO:0016408;GO:0016740;GO:0016746;GO:0016747,GO:0006082;GO:0006629;GO:0008152;GO:0009056;GO:0009987;GO:0042180;GO:0044237;GO:0044238;GO:0044255;GO:0044281,GO:0005777;GO:0042579;GO:0043226;GO:0043229;GO:0043231;GO:0044464,0.0,,,,0.0,94.69,0.06,0.14,0.14,0.51,-0.09,34.24,44731.9,7.7
YIL161W,-0.0141277897132762,0.966807080378067,0.9902551541387131,708.0,35.8757,0.4475,,,,0.0381,0.0042,0.0297,0.089,0.0212,0.0551,0.0127,0.0678,0.1525,0.0636,0.0212,0.1017,0.0297,0.0381,0.0551,0.072,0.0593,0.0424,0.0085,0.0339,0.2373,0.2585,0.2119,12.0,3.0,15.0,7.9913965915,3.1685452202051345,131330000.0,26.968621281954572,26.968621281954572,,,0.103,7.001,0.084,83.389,15.211,,29.39,cytosol,,,,0.0,,,,0.0,63.37,0.06,0.14,0.05,0.47,-1.11,48.25,27133.5,10.55
YIL164C,0.837501835652341,0.0151857192951874,1.786953181068421,600.0,47.8333,0.1424,0.0,0.003866666666667,0.0,0.09,0.035,0.04,0.075,0.005,0.115,0.01,0.075,0.085,0.085,0.03,0.015,0.05,0.02,0.035,0.045,0.055,0.055,0.015,0.06,0.295,0.225,0.28,,,,3.4861783980000003,2.165486991978455,,,23.73991192181245,,,0.034,1.485,0.031,47.547,1.104,0.0,16.98,below threshold,GO:0000257;GO:0003824;GO:0016787;GO:0016810;GO:0016815,GO:0006807;GO:0008152,,0.0,,,,0.0,85.86,0.08,0.13,0.11,0.49,-0.13,34.96,21621.4,7.7
