Transcript.symbol	Transcript.length	Transcript.gene.secondaryIdentifier
SC_Transcript_00017784	1126	YHR010W
""	1256	YHR010W
""	1359	YHR010W
SC_Transcript_00000458	1533	YHR011W
SC_Transcript_00010417	1452	YHR011W
SC_Transcript_00013401	1494	YHR011W
""	1575	YHR011W
""	1672	YHR011W
SC_Transcript_00002208	1316	YHR012W
""	1347	YHR012W
""	1416	YHR012W
SC_Transcript_00009043	894	YHR013C
SC_Transcript_00010002	831	YHR013C
SC_Transcript_00012214	902	YHR013C
""	1014	YHR013C
""	1165	YHR013C
""	1318	YHR014W
SC_Transcript_00005910	1826	YHR016C
""	1806	YHR016C
""	1877	YHR016C
SC_Transcript_00003246	1261	YHR017W
SC_Transcript_00017711	1243	YHR017W
""	1293	YHR017W
""	1979	YHR017W
SC_Transcript_00000927	1585	YHR018C
SC_Transcript_00002237	1599	YHR018C
SC_Transcript_00002593	1594	YHR018C
SC_Transcript_00003949	1605	YHR018C
""	1674	YHR018C
""	2009	YHR018C
SC_Transcript_00000488	1803	YHR019C
SC_Transcript_00003502	1817	YHR019C
SC_Transcript_00006677	1774	YHR019C
SC_Transcript_00008761	1796	YHR019C
SC_Transcript_00014966	1782	YHR019C
""	1870	YHR019C
""	1913	YHR019C
SC_Transcript_00002282	2290	YHR020W
SC_Transcript_00005737	2264	YHR020W
SC_Transcript_00009682	2253	YHR020W
SC_Transcript_00011926	2301	YHR020W
SC_Transcript_00012969	2259	YHR020W
SC_Transcript_00014568	2264	YHR020W
SC_Transcript_00015255	2270	YHR020W
SC_Transcript_00017013	2296	YHR020W
""	2308	YHR020W
""	2313	YHR020W
SC_Transcript_00000718	966	YHR021C
SC_Transcript_00000797	972	YHR021C
SC_Transcript_00001248	917	YHR021C
SC_Transcript_00001337	975	YHR021C
SC_Transcript_00001711	922	YHR021C
SC_Transcript_00001724	922	YHR021C
SC_Transcript_00001752	912	YHR021C
SC_Transcript_00001886	967	YHR021C
SC_Transcript_00002452	967	YHR021C
SC_Transcript_00003843	927	YHR021C
SC_Transcript_00003948	973	YHR021C
SC_Transcript_00004190	975	YHR021C
SC_Transcript_00005721	912	YHR021C
SC_Transcript_00005805	934	YHR021C
SC_Transcript_00006082	991	YHR021C
SC_Transcript_00006310	939	YHR021C
SC_Transcript_00006354	926	YHR021C
SC_Transcript_00006468	914	YHR021C
SC_Transcript_00006739	948	YHR021C
SC_Transcript_00007360	919	YHR021C
SC_Transcript_00008537	981	YHR021C
SC_Transcript_00009354	956	YHR021C
SC_Transcript_00010355	942	YHR021C
SC_Transcript_00011045	928	YHR021C
SC_Transcript_00011112	985	YHR021C
SC_Transcript_00011140	951	YHR021C
SC_Transcript_00011466	933	YHR021C
SC_Transcript_00011471	878	YHR021C
SC_Transcript_00011835	944	YHR021C
SC_Transcript_00013637	965	YHR021C
SC_Transcript_00013988	938	YHR021C
SC_Transcript_00014063	961	YHR021C
SC_Transcript_00015482	928	YHR021C
SC_Transcript_00015910	908	YHR021C
SC_Transcript_00016442	884	YHR021C
SC_Transcript_00016911	933	YHR021C
SC_Transcript_00017026	873	YHR021C
SC_Transcript_00017366	923	YHR021C
SC_Transcript_00017440	903	YHR021C
""	1092	YHR021C
""	1151	YHR021C
""	1987	YHR022C
""	896	YHR022C-A
""	946	YHR022C-A
SC_Transcript_00001535	1730	YHR024C
SC_Transcript_00002464	1707	YHR024C
SC_Transcript_00011413	1734	YHR024C
SC_Transcript_00011910	1757	YHR024C
""	1808	YHR024C
""	1826	YHR024C
SC_Transcript_00000981	1190	YHR025W
SC_Transcript_00002233	1161	YHR025W
SC_Transcript_00002963	1174	YHR025W
SC_Transcript_00004719	1200	YHR025W
SC_Transcript_00008216	1206	YHR025W
SC_Transcript_00011496	1170	YHR025W
SC_Transcript_00013261	1184	YHR025W
SC_Transcript_00014810	1195	YHR025W
SC_Transcript_00015579	1186	YHR025W
SC_Transcript_00015855	1177	YHR025W
SC_Transcript_00017238	1179	YHR025W
""	1249	YHR025W
""	1321	YHR025W
SC_Transcript_00012024	891	YHR026W
SC_Transcript_00014824	958	YHR026W
""	1018	YHR026W
""	3184	YHR027C
""	3193	YHR027C
SC_Transcript_00017431	2593	YHR028C
""	2646	YHR028C
""	2685	YHR028C
""	530	YHR028W-A
SC_Transcript_00013773	990	YHR029C
SC_Transcript_00014636	975	YHR029C
""	1015	YHR029C
""	1028	YHR029C
SC_Transcript_00000461	1689	YHR030C
""	1818	YHR030C
""	1905	YHR030C
""	2421	YHR031C
""	2435	YHR031C
""	1665	YHR032W-A
""	2033	YHR032W-A
SC_Transcript_00001172	1572	YHR033W
SC_Transcript_00002784	1565	YHR033W
""	1670	YHR033W
""	1170	YHR034C
""	1173	YHR034C
""	4414	YHR035W
""	1810	YHR036W
""	1869	YHR036W
SC_Transcript_00004887	1944	YHR037W
SC_Transcript_00007588	1904	YHR037W
SC_Transcript_00016001	1927	YHR037W
SC_Transcript_00017173	1939	YHR037W
""	1960	YHR037W
""	1965	YHR037W
""	847	YHR038W
""	881	YHR038W
""	2194	YHR039C
""	2249	YHR039C
SC_Transcript_00003626	638	YHR039C-A
SC_Transcript_00004464	626	YHR039C-A
SC_Transcript_00004556	618	YHR039C-A
SC_Transcript_00007023	629	YHR039C-A
SC_Transcript_00010996	626	YHR039C-A
SC_Transcript_00011975	624	YHR039C-A
SC_Transcript_00012157	620	YHR039C-A
SC_Transcript_00014012	612	YHR039C-A
SC_Transcript_00015079	632	YHR039C-A
SC_Transcript_00015903	632	YHR039C-A
""	661	YHR039C-A
""	685	YHR039C-A
SC_Transcript_00005398	1230	YHR040W
SC_Transcript_00005399	1225	YHR040W
SC_Transcript_00015230	1220	YHR040W
""	1244	YHR040W
""	1374	YHR040W
""	1030	YHR041C
""	1031	YHR041C
SC_Transcript_00002005	2240	YHR042W
SC_Transcript_00005535	2255	YHR042W
SC_Transcript_00007551	2295	YHR042W
SC_Transcript_00010640	2288	YHR042W
SC_Transcript_00010791	2281	YHR042W
SC_Transcript_00015322	2303	YHR042W
SC_Transcript_00015941	2247	YHR042W
SC_Transcript_00016650	2233	YHR042W
""	2365	YHR042W
""	2376	YHR042W
SC_Transcript_00003116	898	YHR043C
SC_Transcript_00004031	874	YHR043C
SC_Transcript_00006987	917	YHR043C
SC_Transcript_00012591	923	YHR043C
SC_Transcript_00017632	904	YHR043C
""	978	YHR043C
""	1012	YHR043C
""	1213	YHR044C
""	1233	YHR044C
""	1941	YHR045W
""	1947	YHR045W
""	1248	YHR046C
""	1256	YHR046C
SC_Transcript_00005378	2784	YHR047C
""	2838	YHR047C
""	2890	YHR047C
""	1960	YHR048W
""	900	YHR049C-A
SC_Transcript_00001139	889	YHR049W
SC_Transcript_00002128	894	YHR049W
SC_Transcript_00002525	901	YHR049W
SC_Transcript_00007616	908	YHR049W
SC_Transcript_00016578	903	YHR049W
SC_Transcript_00017508	896	YHR049W
""	1022	YHR049W
""	1048	YHR049W
""	1915	YHR050W
""	2062	YHR050W
""	822	YHR050W-A
SC_Transcript_00000362	1076	YHR051W
SC_Transcript_00000652	629	YHR051W
SC_Transcript_00001884	684	YHR051W
SC_Transcript_00002310	994	YHR051W
SC_Transcript_00003110	641	YHR051W
SC_Transcript_00003401	659	YHR051W
SC_Transcript_00005327	1002	YHR051W
SC_Transcript_00006093	1062	YHR051W
SC_Transcript_00006369	732	YHR051W
SC_Transcript_00006506	1022	YHR051W
SC_Transcript_00007076	1067	YHR051W
SC_Transcript_00007453	703	YHR051W
SC_Transcript_00007476	1046	YHR051W
SC_Transcript_00007590	979	YHR051W
SC_Transcript_00007917	664	YHR051W
SC_Transcript_00008477	708	YHR051W
SC_Transcript_00008611	674	YHR051W
SC_Transcript_00008803	1057	YHR051W
SC_Transcript_00010351	712	YHR051W
SC_Transcript_00010878	622	YHR051W
SC_Transcript_00011158	951	YHR051W
SC_Transcript_00012008	724	YHR051W
SC_Transcript_00012329	960	YHR051W
SC_Transcript_00013181	989	YHR051W
SC_Transcript_00013575	1052	YHR051W
SC_Transcript_00014575	742	YHR051W
SC_Transcript_00014711	714	YHR051W
SC_Transcript_00014871	656	YHR051W
SC_Transcript_00015248	613	YHR051W
SC_Transcript_00015317	1041	YHR051W
SC_Transcript_00016267	674	YHR051W
SC_Transcript_00016369	1012	YHR051W
""	1089	YHR051W
""	1095	YHR051W
SC_Transcript_00001924	1294	YHR052W
SC_Transcript_00002132	1303	YHR052W
SC_Transcript_00006849	1295	YHR052W
SC_Transcript_00007685	1287	YHR052W
SC_Transcript_00013115	1310	YHR052W
SC_Transcript_00016924	1302	YHR052W
""	1323	YHR052W
""	1330	YHR052W
""	1001	YHR056W-A
""	1044	YHR056W-A
SC_Transcript_00013742	770	YHR057C
SC_Transcript_00016100	756	YHR057C
""	1562	YHR057C
""	1707	YHR057C
SC_Transcript_00002650	964	YHR058C
""	1006	YHR058C
""	1180	YHR058C
SC_Transcript_00000706	531	YHR059W
""	747	YHR059W
""	800	YHR059W
SC_Transcript_00000250	620	YHR060W
""	660	YHR060W
""	687	YHR060W
SC_Transcript_00005975	1188	YHR061C
""	1379	YHR061C
""	1402	YHR061C
SC_Transcript_00012318	986	YHR062C
SC_Transcript_00015843	967	YHR062C
""	1089	YHR062C
""	1171	YHR062C
""	1327	YHR063C
""	1348	YHR063C
SC_Transcript_00002468	1838	YHR064C
SC_Transcript_00007492	1735	YHR064C
SC_Transcript_00010681	1861	YHR064C
SC_Transcript_00011983	1833	YHR064C
SC_Transcript_00012970	1842	YHR064C
SC_Transcript_00013498	1847	YHR064C
SC_Transcript_00015118	1721	YHR064C
SC_Transcript_00017450	1730	YHR064C
SC_Transcript_00017723	1847	YHR064C
""	1845	YHR064C
""	1851	YHR064C
SC_Transcript_00000099	1639	YHR065C
SC_Transcript_00000502	1651	YHR065C
SC_Transcript_00000954	1670	YHR065C
SC_Transcript_00001621	1657	YHR065C
SC_Transcript_00008873	1675	YHR065C
SC_Transcript_00015187	1645	YHR065C
SC_Transcript_00015430	1664	YHR065C
""	1692	YHR065C
""	1699	YHR065C
SC_Transcript_00015372	1510	YHR066W
""	1574	YHR066W
""	1588	YHR066W
SC_Transcript_00003065	1230	YHR067W
SC_Transcript_00014866	1204	YHR067W
""	1235	YHR067W
""	2419	YHR067W
SC_Transcript_00000976	1328	YHR068W
SC_Transcript_00005207	1480	YHR068W
SC_Transcript_00006146	1361	YHR068W
SC_Transcript_00006644	1459	YHR068W
SC_Transcript_00010535	1377	YHR068W
SC_Transcript_00012679	1354	YHR068W
SC_Transcript_00013332	1452	YHR068W
SC_Transcript_00014047	1467	YHR068W
SC_Transcript_00016092	1369	YHR068W
SC_Transcript_00016345	1390	YHR068W
SC_Transcript_00016409	1475	YHR068W
SC_Transcript_00017018	1382	YHR068W
""	1543	YHR068W
""	1560	YHR068W
SC_Transcript_00001212	1237	YHR069C
SC_Transcript_00001777	1231	YHR069C
SC_Transcript_00013871	1249	YHR069C
SC_Transcript_00017870	1211	YHR069C
""	1337	YHR069C
""	1344	YHR069C
""	1361	YHR069C-A
""	2094	YHR070W
""	2108	YHR070W
""	903	YHR071C-A
SC_Transcript_00000861	2343	YHR072W
SC_Transcript_00002982	2337	YHR072W
SC_Transcript_00013173	2315	YHR072W
SC_Transcript_00015329	2373	YHR072W
""	2375	YHR072W
""	2432	YHR072W
SC_Transcript_00000312	421	YHR072W-A
SC_Transcript_00000528	363	YHR072W-A
SC_Transcript_00001943	370	YHR072W-A
SC_Transcript_00001995	393	YHR072W-A
SC_Transcript_00003519	345	YHR072W-A
SC_Transcript_00003582	369	YHR072W-A
SC_Transcript_00004410	405	YHR072W-A
SC_Transcript_00004427	409	YHR072W-A
SC_Transcript_00004723	357	YHR072W-A
SC_Transcript_00006767	350	YHR072W-A
SC_Transcript_00007268	385	YHR072W-A
SC_Transcript_00007496	364	YHR072W-A
SC_Transcript_00007783	380	YHR072W-A
SC_Transcript_00008234	397	YHR072W-A
SC_Transcript_00009812	358	YHR072W-A
SC_Transcript_00010807	362	YHR072W-A
SC_Transcript_00011473	347	YHR072W-A
SC_Transcript_00012993	392	YHR072W-A
SC_Transcript_00014166	410	YHR072W-A
SC_Transcript_00017611	376	YHR072W-A
SC_Transcript_00017858	398	YHR072W-A
""	466	YHR072W-A
""	534	YHR072W-A
""	527	YHR073C-B
""	1671	YHR073W-A
SC_Transcript_00000470	2300	YHR074W
SC_Transcript_00000884	2330	YHR074W
SC_Transcript_00012997	2311	YHR074W
""	2492	YHR074W
""	2509	YHR074W
""	1327	YHR075C
""	1348	YHR075C
SC_Transcript_00003405	1250	YHR076W
SC_Transcript_00010912	1267	YHR076W
SC_Transcript_00016788	1253	YHR076W
""	1832	YHR076W
""	1840	YHR076W
""	3573	YHR077C
""	2027	YHR078W
""	2040	YHR078W
""	3826	YHR079C
""	4309	YHR080C
SC_Transcript_00008422	739	YHR081W
SC_Transcript_00009249	727	YHR081W
SC_Transcript_00012726	734	YHR081W
SC_Transcript_00015528	679	YHR081W
SC_Transcript_00016080	706	YHR081W
""	904	YHR081W
""	965	YHR081W
""	4168	YHR082C
SC_Transcript_00000186	1085	YHR083W
SC_Transcript_00015919	1052	YHR083W
""	1251	YHR083W
""	1387	YHR083W
""	2706	YHR084W
""	2711	YHR084W
SC_Transcript_00000045	1067	YHR085W
SC_Transcript_00002546	1075	YHR085W
""	1173	YHR085W
""	1202	YHR085W
""	2247	YHR086W
""	2266	YHR086W
SC_Transcript_00001440	595	YHR087W
SC_Transcript_00006856	807	YHR087W
SC_Transcript_00012180	602	YHR087W
SC_Transcript_00013108	607	YHR087W
""	834	YHR087W
""	869	YHR087W
SC_Transcript_00002216	1013	YHR088W
SC_Transcript_00013334	1008	YHR088W
""	1118	YHR088W
""	1120	YHR088W
SC_Transcript_00002912	717	YHR089C
SC_Transcript_00005425	667	YHR089C
SC_Transcript_00008919	691	YHR089C
SC_Transcript_00009385	741	YHR089C
SC_Transcript_00014046	725	YHR089C
SC_Transcript_00014284	696	YHR089C
SC_Transcript_00014531	688	YHR089C
""	1003	YHR089C
""	1015	YHR089C
""	1160	YHR090C
""	1292	YHR090C
""	2108	YHR091C
""	2111	YHR091C
SC_Transcript_00009818	1871	YHR092C
""	1971	YHR092C
""	2202	YHR092C
SC_Transcript_00000382	1825	YHR094C
SC_Transcript_00009721	1834	YHR094C
SC_Transcript_00010898	1862	YHR094C
SC_Transcript_00016571	1830	YHR094C
SC_Transcript_00016707	1839	YHR094C
""	2428	YHR094C
""	1354	YHR097C
""	1447	YHR097C
""	3028	YHR098C
""	3031	YHR098C
SC_Transcript_00016790	707	YHR100C
""	866	YHR100C
""	901	YHR100C
""	1436	YHR101C
""	1493	YHR101C
SC_Transcript_00002995	3509	YHR102W
""	3512	YHR102W
""	2995	YHR103W
""	3008	YHR103W
SC_Transcript_00000512	1222	YHR104W
SC_Transcript_00001320	1270	YHR104W
SC_Transcript_00002078	1215	YHR104W
SC_Transcript_00003460	1263	YHR104W
SC_Transcript_00005894	1255	YHR104W
SC_Transcript_00006443	1161	YHR104W
SC_Transcript_00009395	1174	YHR104W
SC_Transcript_00009675	1209	YHR104W
SC_Transcript_00011540	1207	YHR104W
SC_Transcript_00017490	1222	YHR104W
""	1306	YHR104W
""	1319	YHR104W
""	977	YHR105W
""	980	YHR105W
""	1608	YHR106W
""	1832	YHR106W
SC_Transcript_00003085	1429	YHR107C
SC_Transcript_00003202	1456	YHR107C
SC_Transcript_00017348	1444	YHR107C
""	1496	YHR107C
""	1502	YHR107C
SC_Transcript_00011012	1950	YHR108W
SC_Transcript_00016475	1914	YHR108W
SC_Transcript_00016595	1923	YHR108W
""	2002	YHR108W
""	2037	YHR108W
SC_Transcript_00002661	1852	YHR109W
SC_Transcript_00007810	1849	YHR109W
SC_Transcript_00008021	1859	YHR109W
SC_Transcript_00011244	1842	YHR109W
""	1866	YHR109W
""	1909	YHR109W
SC_Transcript_00001614	781	YHR110W
SC_Transcript_00002405	757	YHR110W
SC_Transcript_00003827	767	YHR110W
SC_Transcript_00008450	743	YHR110W
SC_Transcript_00015687	774	YHR110W
""	876	YHR110W
""	1624	YHR110W
""	1995	YHR111W
""	3004	YHR111W
SC_Transcript_00004495	1827	YHR112C
SC_Transcript_00008979	1858	YHR112C
""	1855	YHR112C
""	1933	YHR112C
SC_Transcript_00004588	1611	YHR113W
SC_Transcript_00006022	1629	YHR113W
SC_Transcript_00010587	1650	YHR113W
SC_Transcript_00015259	1634	YHR113W
""	1703	YHR113W
""	1809	YHR113W
""	1594	YHR116W
""	2171	YHR117W
""	2246	YHR117W
SC_Transcript_00011234	1389	YHR118C
""	1463	YHR118C
""	1513	YHR118C
""	3638	YHR119W
SC_Transcript_00003095	2968	YHR120W
SC_Transcript_00001398	737	YHR121W
SC_Transcript_00002813	726	YHR121W
SC_Transcript_00004274	742	YHR121W
SC_Transcript_00007227	693	YHR121W
SC_Transcript_00007929	729	YHR121W
SC_Transcript_00008638	767	YHR121W
SC_Transcript_00011360	734	YHR121W
SC_Transcript_00013716	701	YHR121W
SC_Transcript_00015485	716	YHR121W
SC_Transcript_00016140	762	YHR121W
""	860	YHR121W
SC_Transcript_00001451	875	YHR122W
SC_Transcript_00001544	901	YHR122W
SC_Transcript_00005589	883	YHR122W
SC_Transcript_00006250	896	YHR122W
SC_Transcript_00015309	880	YHR122W
SC_Transcript_00017831	911	YHR122W
""	1092	YHR122W
""	1224	YHR122W
""	1483	YHR123W
""	1494	YHR123W
""	741	YHR126C
SC_Transcript_00009469	974	YHR127W
""	1207	YHR127W
""	1252	YHR127W
SC_Transcript_00000046	913	YHR128W
SC_Transcript_00000612	929	YHR128W
SC_Transcript_00013372	921	YHR128W
""	997	YHR128W
""	1008	YHR128W
SC_Transcript_00001182	1348	YHR129C
SC_Transcript_00002383	1375	YHR129C
SC_Transcript_00006266	1351	YHR129C
""	1553	YHR129C
""	2513	YHR129C
""	1590	YHR130C
""	1738	YHR130C
""	2768	YHR131C
""	2911	YHR131C
""	1033	YHR131W-A
SC_Transcript_00013135	1491	YHR132C
""	1519	YHR132C
""	1553	YHR132C
SC_Transcript_00002605	606	YHR132W-A
SC_Transcript_00013102	601	YHR132W-A
SC_Transcript_00015829	625	YHR132W-A
""	624	YHR132W-A
""	735	YHR132W-A
""	1122	YHR133C
""	1142	YHR133C
""	968	YHR134W
""	1615	YHR134W
SC_Transcript_00004610	1808	YHR135C
SC_Transcript_00014820	1815	YHR135C
""	1869	YHR135C
""	2119	YHR135C
""	733	YHR136C
""	795	YHR136C
SC_Transcript_00000563	1918	YHR137W
SC_Transcript_00010660	1663	YHR137W
SC_Transcript_00013786	1668	YHR137W
""	1996	YHR137W
""	1997	YHR137W
SC_Transcript_00000323	473	YHR138C
SC_Transcript_00002230	457	YHR138C
SC_Transcript_00002637	450	YHR138C
SC_Transcript_00003404	503	YHR138C
SC_Transcript_00006157	516	YHR138C
SC_Transcript_00006415	486	YHR138C
SC_Transcript_00007924	531	YHR138C
SC_Transcript_00008030	508	YHR138C
SC_Transcript_00008989	462	YHR138C
SC_Transcript_00009952	455	YHR138C
SC_Transcript_00010185	539	YHR138C
SC_Transcript_00011185	526	YHR138C
SC_Transcript_00012778	475	YHR138C
SC_Transcript_00014140	463	YHR138C
SC_Transcript_00014150	471	YHR138C
SC_Transcript_00015341	523	YHR138C
SC_Transcript_00015558	532	YHR138C
SC_Transcript_00016657	470	YHR138C
SC_Transcript_00017474	478	YHR138C
SC_Transcript_00017599	515	YHR138C
SC_Transcript_00017691	524	YHR138C
""	744	YHR138C
""	834	YHR138C
""	1285	YHR139C
""	823	YHR140W
""	1014	YHR140W
SC_Transcript_00000069	868	YHR141C
SC_Transcript_00000301	917	YHR141C
SC_Transcript_00000525	894	YHR141C
SC_Transcript_00000929	912	YHR141C
SC_Transcript_00001513	892	YHR141C
SC_Transcript_00001602	900	YHR141C
SC_Transcript_00001613	924	YHR141C
SC_Transcript_00001677	849	YHR141C
SC_Transcript_00001941	869	YHR141C
SC_Transcript_00002606	930	YHR141C
SC_Transcript_00002634	874	YHR141C
SC_Transcript_00002774	907	YHR141C
SC_Transcript_00003266	864	YHR141C
SC_Transcript_00003314	916	YHR141C
SC_Transcript_00004086	884	YHR141C
SC_Transcript_00004244	906	YHR141C
SC_Transcript_00005892	884	YHR141C
SC_Transcript_00007620	884	YHR141C
SC_Transcript_00007761	901	YHR141C
SC_Transcript_00008223	878	YHR141C
SC_Transcript_00008445	873	YHR141C
SC_Transcript_00008622	907	YHR141C
SC_Transcript_00008728	949	YHR141C
SC_Transcript_00009289	877	YHR141C
SC_Transcript_00009317	849	YHR141C
SC_Transcript_00009506	894	YHR141C
SC_Transcript_00009609	941	YHR141C
SC_Transcript_00009614	921	YHR141C
SC_Transcript_00009636	864	YHR141C
SC_Transcript_00009649	898	YHR141C
SC_Transcript_00010344	858	YHR141C
SC_Transcript_00011285	859	YHR141C
SC_Transcript_00011591	927	YHR141C
SC_Transcript_00011592	906	YHR141C
SC_Transcript_00012389	938	YHR141C
SC_Transcript_00012773	892	YHR141C
SC_Transcript_00013201	859	YHR141C
SC_Transcript_00013439	886	YHR141C
SC_Transcript_00014061	899	YHR141C
SC_Transcript_00015215	889	YHR141C
SC_Transcript_00015454	839	YHR141C
SC_Transcript_00015618	896	YHR141C
SC_Transcript_00015729	922	YHR141C
SC_Transcript_00015832	911	YHR141C
SC_Transcript_00016460	913	YHR141C
SC_Transcript_00016906	879	YHR141C
SC_Transcript_00017476	935	YHR141C
SC_Transcript_00017686	911	YHR141C
""	1089	YHR141C
""	2915	YHR141C
SC_Transcript_00003465	1151	YHR142W
SC_Transcript_00007064	1251	YHR142W
SC_Transcript_00010020	1256	YHR142W
SC_Transcript_00013446	1156	YHR142W
""	1326	YHR142W
""	1806	YHR142W
SC_Transcript_00007020	1480	YHR143W
SC_Transcript_00015333	1489	YHR143W
""	1522	YHR143W
""	1557	YHR143W
SC_Transcript_00000149	526	YHR143W-A
SC_Transcript_00000535	515	YHR143W-A
SC_Transcript_00001423	518	YHR143W-A
SC_Transcript_00003359	509	YHR143W-A
SC_Transcript_00003481	535	YHR143W-A
SC_Transcript_00003597	500	YHR143W-A
SC_Transcript_00005937	503	YHR143W-A
SC_Transcript_00007397	513	YHR143W-A
SC_Transcript_00008025	495	YHR143W-A
SC_Transcript_00008203	517	YHR143W-A
SC_Transcript_00009375	533	YHR143W-A
SC_Transcript_00010061	504	YHR143W-A
SC_Transcript_00012256	540	YHR143W-A
SC_Transcript_00013125	541	YHR143W-A
SC_Transcript_00013688	523	YHR143W-A
SC_Transcript_00016333	527	YHR143W-A
""	659	YHR143W-A
""	811	YHR143W-A
SC_Transcript_00015631	1119	YHR144C
""	1105	YHR144C
""	1120	YHR144C
SC_Transcript_00005273	1468	YHR146W
SC_Transcript_00008131	1477	YHR146W
SC_Transcript_00013852	1492	YHR146W
""	1486	YHR146W
""	1491	YHR146W
SC_Transcript_00000077	795	YHR147C
SC_Transcript_00000441	763	YHR147C
SC_Transcript_00001688	814	YHR147C
SC_Transcript_00006361	801	YHR147C
SC_Transcript_00008804	808	YHR147C
SC_Transcript_00009257	819	YHR147C
SC_Transcript_00011003	749	YHR147C
SC_Transcript_00016698	771	YHR147C
""	909	YHR147C
""	1082	YHR147C
SC_Transcript_00004085	911	YHR148W
SC_Transcript_00009263	916	YHR148W
""	968	YHR148W
""	974	YHR148W
SC_Transcript_00010039	2469	YHR149C
""	2524	YHR149C
""	2533	YHR149C
""	2003	YHR150W
""	2022	YHR150W
""	1910	YHR151C
""	2000	YHR151C
SC_Transcript_00003198	657	YHR152W
SC_Transcript_00004416	745	YHR152W
SC_Transcript_00004491	757	YHR152W
SC_Transcript_00009361	720	YHR152W
SC_Transcript_00011952	673	YHR152W
SC_Transcript_00012244	732	YHR152W
SC_Transcript_00013839	669	YHR152W
SC_Transcript_00014299	685	YHR152W
""	756	YHR152W
""	1152	YHR153C
""	1371	YHR153C
""	3346	YHR154W
SC_Transcript_00004203	1104	YHR156C
SC_Transcript_00016859	1078	YHR156C
""	1578	YHR156C
""	1601	YHR156C
""	1288	YHR157W
""	2652	YHR159W
""	2852	YHR159W
""	929	YHR160C
""	2205	YHR161C
""	2305	YHR161C
SC_Transcript_00000738	677	YHR162W
SC_Transcript_00001497	689	YHR162W
SC_Transcript_00001594	655	YHR162W
SC_Transcript_00003568	667	YHR162W
SC_Transcript_00004096	703	YHR162W
SC_Transcript_00004662	683	YHR162W
SC_Transcript_00004982	672	YHR162W
SC_Transcript_00007993	661	YHR162W
SC_Transcript_00008582	698	YHR162W
SC_Transcript_00009021	661	YHR162W
SC_Transcript_00009381	695	YHR162W
SC_Transcript_00010247	655	YHR162W
SC_Transcript_00011703	684	YHR162W
SC_Transcript_00012347	662	YHR162W
SC_Transcript_00012640	667	YHR162W
SC_Transcript_00012683	656	YHR162W
SC_Transcript_00014241	674	YHR162W
SC_Transcript_00016389	673	YHR162W
SC_Transcript_00017793	709	YHR162W
""	888	YHR162W
""	906	YHR162W
SC_Transcript_00001118	907	YHR163W
""	997	YHR163W
""	1176	YHR163W
""	2139	YHR166C
""	1101	YHR167W
""	1365	YHR167W
""	1818	YHR168W
""	1881	YHR168W
SC_Transcript_00003315	1491	YHR169W
SC_Transcript_00008309	1430	YHR169W
SC_Transcript_00010743	1414	YHR169W
""	1512	YHR169W
""	1590	YHR169W
SC_Transcript_00003646	1711	YHR170W
SC_Transcript_00004801	1718	YHR170W
SC_Transcript_00007494	1754	YHR170W
SC_Transcript_00007802	1747	YHR170W
SC_Transcript_00012415	1688	YHR170W
SC_Transcript_00016109	1724	YHR170W
""	1772	YHR170W
""	1796	YHR170W
SC_Transcript_00017240	1976	YHR171W
""	2026	YHR171W
""	2033	YHR171W
""	2962	YHR172W
SC_Transcript_00000539	1464	YHR174W
SC_Transcript_00002629	1469	YHR174W
SC_Transcript_00008106	1472	YHR174W
SC_Transcript_00014060	1477	YHR174W
""	1639	YHR174W
""	1654	YHR174W
""	825	YHR175W
""	2017	YHR175W
""	974	YHR175W-A
""	1014	YHR175W-A
SC_Transcript_00013064	1443	YHR176W
""	1442	YHR176W
""	1609	YHR176W
