Name	SGD_Start	SGD_End	5'-UTR_Start	3'-UTR_End	5'-UTR_length	3'-UTR_length	Transcription_level(log2)
YJR060W	548752	549807	548629	550397	123	590	4.285402219
YJR061W	550504	553311					1.584962501
YJR062C	554842	553469	554847	553398	5	71	4.614709844
YJR063W	555188	555565	555152	555702	36	137	5.06608919
YJR064W	555907	557595	555859	557640	48	45	7.049848549
YJR065C	559151	557802	559167	557678	16	124	6.672425342
YJR066W	559409	566821	559371	566928	38	107	3.807354922
YJR067C	567437	567012	567438	566914	1	98	5.06608919
YJR068W	567636	568697	567606	568931	30	234	7.405141463
YJR069C	569392	568799	569429	568675	37	124	6.409390936
YJR071W	570398	570766		570790		24	1
YJR070C	570591	569614		569506		108	7.417852515
YJR072C	572117	570960	572151	570931	34	29	6.303780748
YJR073C	572928	572308	572959	572249	31	59	7.139551352
YJR074W	573088	573744	573078	573839	10	95	3.584962501
YJR075W	573974	575164	573926	575363	48	199	6
YJR076C	576594	575347	576643	575234	49	113	5.882643049
YJR077C	578183	577248	578231	577021	48	227	6.011227255
YJR078W	578853	580214	578929		Potential_AUG_annotation_error		
YJR079W	580198	581232					
YJR080C	581609	580425	581645	580318	36	107	
YJR082C	582248	581907	582355	581742	107	165	5.807354922
YJR083C	583530	582601	583700	582519	170	82	3.807354922
YJR084W	583726	584997	583686	585040	40	43	4.087462841
YJR085C	585430	585113	585454	585069	24	44	7.335390355
YJR086W	586061	586393	586038	586438	23	45	
YJR087W	586393	586743		587025		282	
YJR088C	587366	586488	587396	586382	30	106	
YJR089W	587711	590575	587589	590637	122	62	2.807354922
YJR090C	594320	590865	594339	590745	19	120	4.129283017
YJR091C	598329	595054	598345	594889	16	165	4.044394119
YJR092W	598728	603074	598695	603186	33	112	3.906890596
YJR093C	604199	603216	604285	603114	86	102	4.781359714
YJR094C	605647	604565	605712	604421	65	144	3
YJR094W-A	608301	608854	608262	608986	39	132	10.99506047
YJR095W	609769	610737					0
YJR096W	611191	612039	611069	612120	122	81	5.614709844
YJR097W	612409	612927	612359	613090	50	163	2.807354922
YJR098C	615149	613182					0.584962501
YJR099W	615569	616279	615486	616355	83	76	
YJR100C	617327	616344	617389	616297	62	47	
YJR101W	618227	619027	618146	619172	81	145	6.159871337
YJR102C	619758	619150	619845	619047	87	103	4.129283017
YJR103W	620747	622441	620644	622539	103	98	4.64385619
YJR104C	623006	622542	623035	622494	29	48	9.765700488
YJR105W	623573	624595	623538	624640	35	45	7.607330314
YJR106W	624830	627007	624784	627249	46	242	3
YJR107W	627333	628319	627133	628680	200	361	5.247927513
YJR108W	628706	629077		629326		249	2.807354922
YJR109C	632935	629579	633024	629499	89	80	5.392317423
YJR110W	633609	635675					4.754887502
YJR111C	636700	635849	636775	635711	75	138	3
YJR112W	637024	637629	636906	637667	118	38	4.554588852
YJR112W-A	637784	638162	637762	638272	22	110	
YJR114W	638653	639045		639225		180	
YJR113C	638969	638226		638112		114	
YJR115W	639936	640445	639932	640796	4	351	4.321928095
YJR116W	640819	641658	640579	641767	240	109	3.321928095
YJR117W	642001	643362	641970	643463	31	101	6.906890596
YJR118C	644095	643484	644158	643399	63	85	4.930737338
YJR119C	646484	644298		644282		16	2.906890596
YJR120W	647120	647470	647173	647586	Potential_AUG_annotation_error	116	7.451211112
YJR121W	647601	649136		649207		71	6.960001932
YJR122W	649770	651263	649687	651324	83	61	2.321928095
YJR123W	651895	652572	651858	652701	37	129	9.918117851
YJR124C	654232	652886	654275	652648	43	238	3.247927513
YJR125C	655957	654731	656018	654667	61	64	7.06608919
YJR126C	658683	656248	658655	656197	Potential_AUG_annotation_error	51	4.554588852
YJR128W	662915	663274					1
YJR127C	663053	658911		658866		45	5.459431619
YJR129C	665013	663994	665028	663930	15	64	4.169925001
YJR130C	667131	665212	667195	665093	64	119	4.357552005
YJR131W	667638	669287		669343		56	0.584962501
YJR132W	669516	672662	669422	672809	94	147	3.459431619
YJR133W	672985	673614	672895	673721	90	107	5.209453366
YJR134C	675846	673723	675918	673644	72	79	4.523561956
YJR135C	676772	676053	676816	674646	44	1407	2.807354922
YJR135W-A	676965	677228	676943	677328	22	100	6.022367813
YJR136C	678700	677435	678760	677254	60	181	3.807354922
YJR137C	683279	678951	683360	678925	81	26	5.857980995
YJR138W	684561	689315	684532	689634	29	319	2.459431619
YJR139C	690518	689439	690605	689398	87	41	8.645658432
YJR140W-A	690955	691104					
YJR140C	695690	690744	695753	690547	63	197	2.169925001
YJR141W	695900	696943	695866	697054	34	111	3.857980995
YJR142W	697135	698163	697131	698273	4	110	4.357552005
YJR143C	700608	698320	700675	698213	67	107	6.06608919
YJR144W	700876	701685	700854	701754	22	69	7.159871337
YJR145C	703062	702021	703083	701952	21	69	
YJR146W	703879	704232					
YJR147W	704190	705266		705614		348	3.523561956
YJR148W	705738	706868	705680	706919	58	51	7.451211112
YJR149W	707154	708368					1
YJR150C	709701	708805					0
YJR151C	715734	712249		712191		58	3.087462841
YJR151W-A	717574	717624					0
YJR152W	719660	721291	719467	721362	193	71	3.392317423
YJR153W	722809	723894					1
YJR154W	725778	726818					0
YJR155W	727399	728265	727031	728355	368	90	3
YJR156C	729590	728568					
YJR157W	730509	730871					
YJR158W	732434	734137					
YJR159W	736038	737111					
YJR160C	739810	738002					
YJR161C	743993	742842					
YJR162C	745255	744905					
YKL225W	452	799					
YKL224C	2182	1811					
YKL223W	2390	2722					
YKL222C	5621	3504					1
YKL221W	6108	7529					1.584962501
YKL220C	11227	9092	11552	8820	325	272	2.169925001
YKL219W	14485	15708	14522	15879	Potential_AUG_annotation_error	171	2.584962501
YKL218C	18339	17359	18466	17159	127	200	5.658211483
YKL217W	22234	24084	22181	24085	53	1	3.584962501
YKL216W	25216	26160	25186	26401	30	241	7.523561956
YKL215C	30688	26828	30744	26665	56	163	2.459431619
YKL214C	31694	31083	31750	31043	56	40	4.491853096
YKL213C	34108	31961	34143	31907	35	54	5.14974712
YKL212W	34544	36415	34382	36685	162	270	5.686500527
YKL211C	38154	36700	38226	36592	72	108	5.832890014
YKL210W	39164	42238	39124	42335	40	97	7.794415866
YKL209C	46296	42424	46370	42275	74	149	4.491853096
YKL208W	47158	47973	47075	48054	83	81	4.392317423
YKL207W	48195	48956	48174	49010	21	54	
YKL206C	49810	49007	49847	48961	37	46	
YKL205W	50052	53354	50024	53559	28	205	4.977279923
YKL204W	53705	55603	53687	55751	18	148	4.781359714
YKL203C	63360	55936	63378	55881	18	55	4.584962501
YKL202W	63822	64403					
YKL201C	67467	63931					
YKL198C	70223	68274	70336	68123	113	151	4.459431619
YKL197C	73870	70739	73879	70587	9	152	2.807354922
YKL196C	75539	74937	75592	74816	53	121	6.832890014
YKL195W	75826	77037	75804	77167	22	130	5.491853096
YKL194C	78651	77263	78669	76874	18	389	0
YKL193C	79887	78871	79916	78788	29	83	4
YKL192C	80542	80165	80570	80049	28	116	6.409390936
YKL191W	81040	82644	81020	82727	20	83	4.392317423
YKL190W	82952	83555	82919	83725	33	170	6.491853096
YKL189W	84709	85908	84588	86044	121	136	4.209453366
YKL188C	88791	86230		86141		89	2.459431619
YKL187C	91541	89289		89129		160	2.321928095
YKL186C	93303	92749	93660	92662	357	87	5.977279923
YKL185W	94504	96270	94172	96368	332	98	6.882643049
YKL184W	96762	98162	96551	98175	211	13	5.339850003
YKL183C-A	98612	98400		98400		0	5.129283017
YKL183W	98726	99646		99756		110	3.95419631
YKL182W	100676	106831	100355	106918	321	87	6.912889336
YKL181W	107321	108604	107173	108725	148	121	7.321928095
YKL180W	109274	110134	109249	110245	25	111	8.941047606
YKL179C	112508	110469	112517	110377	9	92	3.523561956
YKL177W	114361	114699					
YKL178C	114632	113220					1
YKL176C	117991	115505	118338	115469	347	36	5.658211483
YKL175W	118798	120309	118755	120387	43	78	
YKL174C	122241	120385	122299	120318	58	67	
YKL173W	122522	125548	122100	125635	422	87	4.357552005
YKL172W	125764	127047	125749	127148	15	101	5.741466986
YKL171W	127480	130266	127360	130400	120	134	2.700439718
YKL170W	130639	131055	130564	131193	75	138	
YKL169C	131073	130690					
YKL168C	133467	131293		131245		48	4.459431619
YKL167C	134139	133726	134155	133603	16	123	4.209453366
YKL166C	135710	134514		134325		189	3.169925001
YKL165C-A	136028	135795					
YKL165C	140696	137937	140738	137881	42	56	4.169925001
YKL164C	142824	141799	142901	141566	77	233	8.100662339
YKL163W	144406	145383	144155	145754	251	371	4.584962501
YKL162C-A	146079	145927					0
YKL162C	148843	147635					2
YKL161C	150692	149391	150935	149370	243	21	3.95419631
YKL160W	153274	153711	153255	153781	19	70	5.50779464
YKL159C	154456	153821	154507	153725	51	96	3.169925001
YKL157W	154996	158186	154968	158384	28	198	7.312882955
YKL156W	158619	159217	158609	159426	10	209	9.373952655
YKL156C-A	159096	158980					
YKL155C	161347	159461	161338	159331	Potential_AUG_annotation_error	130	4.392317423
YKL154W	161606	162340	161530	162395	76	55	3.321928095
YKL153W	163605	164114	163515	164395	90	281	
YKL152C	164390	163647	164401	163530	11	117	
YKL151C	165935	164922	166174	164822	239	100	5.266786541
YKL150W	166549	167457	166404	167566	145	109	6.50779464
YKL149C	168834	167617	168846	167498	12	119	4.807354922
YKL148C	171134	169212	171307	169027	173	185	4.64385619
YKL146W	171788	173866	171767	173949	21	83	4.459431619
YKL147C	172173	171556					0
YKL145W	174218	175621	174156	175773	62	152	7.668884984
YKL145W-A	174963	175055		175576		521	
YKL144C	176486	175848	176548	175183	62	665	5.672425342
YKL143W	176786	178177	176731	178265	55	88	5.108524457
YKL142W	178520	179179	178469	179317	51	138	6.787902559
YKL141W	179672	180268	179649	180367	23	99	6
YKL140W	180784	182430	180541	182512	243	82	5.321928095
YKL139W	182963	184549	182767	184601	196	52	4.882643049
YKL138C-A	185017	184808	185038	184748	21	60	5.845490051
YKL138C	185686	185291	185785	185240	99	51	4.672425342
YKL137W	185962	186297	185909	186448	53	151	6.21916852
YKL136W	186421	186819					
YKL135C	188645	186465	188748	186415	103	50	
YKL134C	191441	189129	191489	188917	48	212	2.584962501
YKL133C	193069	191678	193135	191630	66	48	3.459431619
YKL131W	194477	194998					0.584962501
YKL132C	194865	193573		193427		146	4.129283017
YKL130C	196027	195287	196078	195176	51	111	4.614709844
YKL129C	200163	196348	200194	196192	31	156	4.700439718
YKL128C	201415	200528	201433	200391	18	137	4
YKL127W	203185	204897	203165	205041	20	144	5.523561956
YKL126W	205351	207393	205161	207453	190	60	5.882643049
YKL125W	207891	209774	207775	209909	116	135	3.523561956
YKL124W	210237	211976					
YKL123W	211687	212067		212134		67	
YKL122C	212642	212139	212673	212081	31	58	
YKL121W	213786	216344	213631	216453	155	109	4.044394119
YKL120W	216988	217962	216910	218158	78	196	5.942514505
YKL118W	218770	219081					0
YKL119C	218861	218214		218109		105	4.977279923
YKL117W	219968	220618	219943	220769	25	151	7.86727874
YKL116C	222544	220988	222663	220681	119	307	3.321928095
YKL115C	222929	222537					
YKL114C	224099	222996	224144	222937	45	59	
YKL113C	225519	224371	225668	224266	149	105	3.754887502
YKL112W	226214	228409	226113	229683	101	1274	
YKL111C	228443	228108					
YKL110C	229524	228583	229700	228464	176	119	6.357552005
YKL109W	231871	233535	231620	233888	251	353	5.894817763
YKL108W	234070	235431		235561		130	1.584962501
YKL107W	235785	236714					
YKL106C-A	236910	236791					
YKL106W	237180	238535	237058	238661	122	126	3.247927513
YKL105C	242227	238829	242427	238565	200	264	2.321928095
YKL104C	245017	242864	245203	242655	186	209	4.930737338
YKL103C	247326	245782	247390	245628	64	154	4
YKL102C	248011	247706					1
YKL101W	248564	253120	248266	253177	298	57	4.321928095
YKL100W-A	253803	253892		254013		121	
YKL100C	255104	253341	255129	253255	25	86	5.700439718
YKL099C	256116	255364	256177	255272	61	92	4.95419631
YKL098W	256414	257487	256379	257573	35	86	4.426264755
YKL097C	258557	258147					0
YKL096C-B	258866	258717		258707		10	2.807354922
YKL096W-A	258897	259175	258848	259347	49	172	10.05392588
YKL096W	260776	261495	260728	261593	48	98	6.118941073
YKL095W	261921	262757					1.807354922
YKL094W	262993	263934	262969	264025	24	91	6.607330314
YKL093W	264433	265452					1
YKL092C	269103	265789	269235	265661	132	128	2.807354922
YKL091C	270294	269362	270328	269292	34	70	4.882643049
YKL090W	271522	272853		273018		165	2.169925001
YKL089W	273038	274687	272550	274763	488	76	4.392317423
YKL088W	274927	276642					3.392317423
YKL087C	277507	276833	277596	276648	89	185	4.169925001
YKL086W	277925	278308					2.321928095
YKL085W	278767	279771	278651	280161	116	390	6.159871337
YKL084W	280153	280503		280668		165	
YKL083W	280565	281179					
YKL082C	281973	280669	282047	280578	74	91	
YKL081W	282535	284099	282507	284306	28	207	8.93516505
YKL080W	284674	285852	284582	285882	92	30	8.25502857
YKL079W	286247	288217	286077	288287	170	70	4.321928095
YKL078W	288489	290696	288470	290791	19	95	2.807354922
YKL077W	291097	292275	291044	292533	53	258	6.118941073
YKL076C	292865	292482		292335		147	6.636624621
YKL075C	293952	292600					
YKL074C	295837	294254	295917	294193	80	61	3.321928095
YKL073W	296074	298719	295982	298814	92	95	4.459431619
YKL072W	299226	301526	299020	301682	206	156	3.247927513
YKL071W	304758	305528					1.584962501
YKL070W	305855	306364	305688	306659	167	295	1.584962501
YKL069W	306929	307471	306899	307506	30	35	5.845490051
YKL068W-A	308850	309086	308807	309421	43	335	4.95419631
YKL068W	309843	312722	309722	312838	121	116	3.754887502
YKL067W	314456	314917	314399	315112	57	195	
YKL066W	314925	315368		315474		106	3
YKL065W-A	315598	315819					0
YKL065C	316701	316081	316732	316052	31	29	6.118941073
YKL064W	317408	320317	317160	320474	248	157	4.700439718
YKL063C	321162	320659	321322	320509	160	150	6.022367813
YKL062W	322872	324764	322735	325166	137	402	3.700439718
YKL061W	325415	325756	325392	326023	23	267	4.129283017
YKL060C	327131	326052	327142	326024	11	28	13.08737996
YKL059C	329087	327762	329139	327697	52	65	5.06608919
YKL058W	329810	330178	329789	330535	21	357	6.499845887
YKL057C	333613	330500	333647	330462	34	38	5.169925001
YKL056C	334559	334056	334668	333904	109	152	10.45994385
YKL055C	335801	334965					0
YKL054C	338397	336181	338482	335993	85	188	4.977279923
YKL053C-A	339086	338826	339160	338737	74	89	6.930737338
YKL053W	339216	339590					
YKL052C	340190	339312	340223	339295	33	17	
YKL051W	340956	342017	340774	342389	182	372	4.781359714
YKL050C	345264	342496					0
YKL049C	346408	345719	346435	345613	27	106	4.209453366
YKL048C	348780	346858	348866	346678	86	180	2.906890596
YKL047W	349107	350657	349051	350798	56	141	3.754887502
YKL046C	352268	350919	352503	350895	235	24	6.357552005
YKL045W	353137	354723	353076	354858	61	135	2.700439718
YKL044W	355966	356286	355986	356797	Potential_AUG_annotation_error	511	3.700439718
YKL043W	356392	357492		357650		158	5.169925001
YKL042W	358119	359210	358009	359405	110	195	3.321928095
YKL041W	359786	360460	359636	360538	150	78	4.459431619
YKL040C	361471	360701	361904	360477	433	224	4.832890014
YKL039W	362265	363836	362125	364090	140	254	5.321928095
YKL038W	365248	368760	365213	368915	35	155	3.459431619
YKL037W	369008	369364					
YKL035W	369534	371033	369462	371203	72	170	8.002815016
YKL036C	369563	369171					
YKL034W	371472	373748	371469	373862	3	114	3.754887502
YKL033W-A	374148	374858	374060	374929	88	71	6.721099189
YKL033W	375099	378215	375080	378346	19	131	2.906890596
YKL032C	381501	379708	381684	379574	183	134	4.672425342
YKL031W	381715	382128					
YKL030W	382141	382746	382005	382768	136	22	
YKL029C	384368	382359	384404	382350	36	9	
YKL028W	385401	386849	385367	387155	34	306	5.658211483
YKL027W	387205	388548		388657		109	4.129283017
YKL026C	389526	389023	389673	388842	147	181	4.129283017
YKL025C	391922	389883	391931	389850	9	33	4.857980995
YKL024C	392783	392169	393009	392087	226	82	7.154818109
YKL023C-A	393016	392789					
YKL023W	393364	394197	393314	394286	50	89	2.807354922
YKL022C	396891	394369		394309		60	3.807354922
YKL021C	398393	396987		396921		66	
YKL020C	401723	398475	401800	398409	77	66	
YKL019W	402211	403161	402142	403244	69	83	
YKL018C-A	403522	403223	403575	403175	53	48	
YKL018W	403745	404734	403696	404857	49	123	
YKL017C	406884	404833		404746		87	
YKL016C	407632	407108	407699	407037	67	71	7.033423002
YKL015W	408187	411126	408087	411231	100	105	4.930737338
YKL014C	416556	411262	416747	411231	191	31	3.807354922
YKL013C	417666	417151	417699	417003	33	148	5.95419631
YKL012W	417953	419704	417927	419800	26	96	
YKL011C	420859	419798	420850	419708	Potential_AUG_annotation_error	90	
YKL010C	425518	421067	425634	421012	116	55	4
YKL009W	425885	426595	425844	426690	41	95	6.761551232
YKL008C	428194	426938	428266	426803	72	135	5.584962501
YKL007W	428945	429751	428925	429891	20	140	
YKL006C-A	430275	429841	430306	429800	31	41	
YKL006W	431549	432363	431521	432474	28	111	9.570804438
YKL005C	434520	432736	434642	432576	122	160	3
YKL004W	435223	436428	434870	436567	353	139	5.965784285
YKL003C	437135	436740	437150	436666	15	74	6.033423002
YKL002W	437421	438187	437343	438265	78	78	5.523561956
YKL001C	439028	438420	439058	438369	30	51	7.409390936
YKR001C	442365	440251	442419	440151	54	100	5.942514505
YKR002W	442875	444581	442827	444639	48	58	3.459431619
YKR003W	445024	446370	444937	446411	87	41	
YKR004C	447679	446442	447701	446401	22	41	
YKR005C	449810	448164	449774	448164	Potential_AUG_annotation_error	0	3
YKR006C	450860	450066		449997		69	5.475733431
YKR007W	451077	451631	451068	451713	9	82	2.584962501
YKR008W	451844	453721	451827	453806	17	85	3.700439718
YKR009C	456697	453995	456826	453731	129	264	3.523561956
YKR010C	460882	458567	460997	458441	115	126	2
YKR011C	462339	461278	462448	461189	109	89	5.087462841
YKR013W	463602	464591	463551	464779	51	188	7.243173983
YKR012C	463759	463382		463342		40	3
YKR014C	465714	465010	465846	464914	132	96	6.651051691
YKR015C	468310	466604					1
YKR016W	469360	470982	469335	471210	25	228	5.754887502
YKR017C	472992	471337	473166	471122	174	215	3.321928095
YKR018C	475543	473366	475595	473239	52	127	6.011227255
YKR019C	477706	475859	477714	475754	8	105	2.169925001
YKR020W	477981	478475	477962	478680	19	205	4.357552005
YKR021W	478877	481624	478803	481785	74	161	3.459431619
YKR022C	482782	481814	482822	481713	40	101	4.523561956
YKR023W	483062	484654	483013	484772	49	118	4.321928095
YKR024C	487015	484787					2.906890596
YKR025W	487413	488261	487381	488369	32	108	7.113742166
YKR026C	489298	488381	489384	488238	86	143	6.294620749
YKR027W	491007	493304	490872	493379	135	75	4.392317423
YKR028W	493900	497196	493782	497209	118	13	
