,Label,geneLen,GC_content,median_IUPRED,5UTR_PARS_RNAstructure,CDS_PARS_RNAstructure,3UTR_PARS_RNAstructure,%AA_A,%AA_C,%AA_D,%AA_E,%AA_F,%AA_G,%AA_H,%AA_I,%AA_K,%AA_L,%AA_M,%AA_N,%AA_P,%AA_Q,%AA_R,%AA_S,%AA_T,%AA_V,%AA_W,%AA_Y,%Helical,%Proteinturn,%Beta-sheet,Acidic AA%,Basic AA%,Polar AA%,Hydrophobic AA%,Charged AA%,number of physical interaction,number of positive genetic interaction,number of negative genetic interaction,"number of ppi, all","number of ppi, score >= 0.25","number of ppi, score > 0.5","number of ppi, score > 0.8","number of ppi, score >= 0.95",RNAseq Eupl,rna logFC,rna FC - other,MS mean,log2(MS),Imputed log2(MS),protein_synthesis_rate,real_protein_synthesis_rate,Ribo_profilling_init_rate,Ribo_profilling_ribo_num,Ribo_profilling_trans_rate,Ribo_profilling_trans_time,Ribo_profilling_delay_time,IDR ratio,Control Median,control Localization,Number of complexe,Sum d0 Pause Score,Sum Odds Ratio,Introns median length,intron length,Intron status,aliphaticIndex,aromaticityScore,cai,codonBias,fopScore,gravyScore,instabilityIndex,molecularWeight,pI,5'-UTR_length,3'-UTR_length,protein half-life (hr),mRNA half-life (min),ORF.length,median transcript length,Ubiquitilation number,Phosphorylation number,is in complex,is essential,alpha IDRratio,A3D mean score,A3D ratio,A3D mean +score,has disordered region,has transmembrane domain,flDPnn_disorder,PSIPRED_helix,PSIPRED_strand,PSIPRED_coil,MMseq2_low_conservation,MMseq2_high_conservation,MMseq2_median,SignalP,DFLpred_linker,ASAquick_buried,DisoRDPbind_RNA,DisoRDPbind_DNA,DisoRDPbind_PRO,MoRFchibi_morf,DRNApred_RNA,DRNApred_DNA,SCRIBER_PRO,PTM_content,haploinsufficient
YOL140W,0,1272.0,40.3302,0.21465,0.0,0.028946540880502,0.017833333333333,0.0849,0.0142,0.0448,0.0778,0.0448,0.0755,0.0283,0.0708,0.0873,0.0873,0.0142,0.0472,0.0354,0.0307,0.0354,0.059,0.0613,0.066,0.0047,0.0283,0.3019,0.217,0.2642,0.12259999999999999,0.151,0.24069999999999997,0.401,0.27359999999999995,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,5.3929007182421245,0.698963498375442,0.9138600981525532,778723333.3333334,29.536535616164947,29.536535616164947,,,0.019,1.469,0.017,84.385,0.317,0.0,207.65,mitochondria,0.0,,,,,0.0,86.06,0.08,0.21,0.2,0.55,-0.24,32.33,46681.9,7.62,6,60.0,10000.0,31.0,1272.0,2980.0,,1.0,0.0,0.0,0.014184397163120567,-0.8272340425531914,0.07801418439716312,0.052839479905437366,0.0,0.0,0.002,0.374,0.225,0.401,0.07,0.07,2.39,0.0,0.017,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0
YOL143C,0,510.0,43.1373,0.1657,-0.492166666666666,0.338023529411764,0.36206,0.0941,0.0059,0.0529,0.0706,0.0294,0.0941,0.0353,0.0882,0.0647,0.0706,0.0471,0.0353,0.0353,0.0235,0.0412,0.0412,0.0412,0.0882,0.0176,0.0176,0.3118,0.2059,0.2824,0.1235,0.1412,0.16469999999999999,0.4528,0.2647,1.0,0.0,0.0,10.0,9.0,1.0,0.0,0.0,5.584853016702875,0.982973116797889,0.8913722658472891,464573333.3333333,28.79133110754371,28.79133110754371,10266.5182173913,0.992638826535719,,,,,,0.0,23.44,cytosol,0.0,0.84,2.78,,,0.0,93.6,0.07,0.21,0.26,0.59,0.01,39.38,18552.7,6.51,48,50.0,8.2,28.0,510.0,662.5,,1.0,0.0,0.0,0.01775147928994083,-0.7085325443786982,0.15384615384615385,0.08748520710059172,0.0,0.0,0.077,0.42,0.225,0.355,0.07,0.09,2.53,0.0,0.0,0.231,0.0,0.0,0.0,0.0,0.018,0.0,0.0,0.036,0
YOL144W,0,1455.0,37.6632,0.4186,,,,0.0371,0.0082,0.0845,0.1052,0.0557,0.0412,0.0227,0.0371,0.1134,0.0742,0.0206,0.0887,0.0289,0.0392,0.0536,0.0557,0.0412,0.0536,0.0186,0.0186,0.2577,0.2144,0.2371,0.1897,0.1897,0.2516,0.3155,0.3794,7.0,5.0,81.0,42.0,36.0,7.0,3.0,0.0,3.804459462530495,1.18786224464029,1.2211297202584266,1037203333.3333334,29.95005160317907,29.95005160317907,,,0.069,7.035,0.059,119.015,5.447,0.422680412371134,,,1.0,,,,,0.0,57.21,0.09,0.14,-0.03,0.43,-1.09,44.93,56955.2,5.75,79,41.0,8.4,10.0,1455.0,1576.0,,32.0,1.0,1.0,0.30165289256198347,-1.5046169421487603,0.18181818181818182,0.16339111570247933,1.0,0.0,0.426,0.432,0.116,0.452,0.23,0.05,2.19,0.0,0.002,0.339,0.0,0.033,0.291,0.0,0.0,0.0,0.0,0.07,0
YOL145C,0,3234.0,36.3327,0.1914,,,,0.0677,0.0065,0.0603,0.1002,0.0362,0.0315,0.0213,0.0538,0.1048,0.1252,0.0186,0.0686,0.0213,0.0464,0.0408,0.0733,0.0436,0.0306,0.0093,0.039,0.2941,0.1948,0.3117,0.1605,0.1669,0.2774,0.38039999999999996,0.32739999999999997,25.0,41.0,44.0,135.0,95.0,46.0,14.0,8.0,5.736026493723205,0.621854920147724,0.7273743861688577,4548066666.666667,32.0826062560632,32.0826062560632,92.1073365217391,0.008905581863712,0.072,15.627,0.062,251.272,6.673,0.1892393320964749,58.18,nucleus,1.0,,,,,0.0,80.08,0.08,0.19,0.13,0.51,-0.7,41.92,124694.4,6.23,50,95.0,10.6,29.0,3234.0,,1.0,40.0,1.0,0.0,0.11420612813370473,-1.3436885793871864,0.08635097493036212,0.04956016713091922,1.0,0.0,0.036,0.63,0.036,0.334,0.22,0.05,2.05,0.0,0.012,0.411,0.0,0.009,0.116,0.0,0.0,0.01,0.0,0.044,0
YOL146W,0,585.0,38.9744,0.1759,-0.107307692307692,0.040793162393163,-0.015762711864407,0.0667,0.0051,0.0667,0.0769,0.0462,0.041,0.0256,0.0615,0.0821,0.1282,0.0308,0.0564,0.0513,0.0154,0.0205,0.0769,0.0513,0.0462,0.0154,0.0308,0.3282,0.2256,0.3026,0.1436,0.1282,0.23589999999999997,0.42579999999999996,0.2718,9.0,0.0,36.0,50.0,46.0,41.0,39.0,14.0,3.3550158268776347,0.863758911588853,0.9587414289018709,6220500.0,22.568599349215084,22.568599349215084,,,0.133,5.706,0.096,59.632,6.978,0.0,17.25,below threshold,1.0,,,,,0.0,90.41,0.09,0.11,-0.05,0.4,-0.22,35.49,21944.3,4.92,26,59.0,13.2,29.0,585.0,684.0,,,1.0,1.0,0.030927835051546393,-0.6908103092783505,0.23195876288659795,0.2824469072164948,0.0,0.0,0.103,0.51,0.067,0.423,0.19,0.06,2.17,0.0,0.01,0.211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0
YOL147C,0,711.0,43.7412,0.0244,0.135205479452054,0.269883263009844,-0.026929133858268,0.0928,0.0127,0.0506,0.0211,0.0549,0.0422,0.0211,0.0338,0.0717,0.1477,0.0169,0.0464,0.0169,0.0549,0.0591,0.0675,0.0422,0.0886,0.0211,0.0338,0.3797,0.173,0.2785,0.0717,0.1519,0.2575,0.48960000000000004,0.22360000000000002,6.0,0.0,17.0,47.0,27.0,15.0,11.0,5.0,6.04625362060996,2.16881144508753,1.9682031144443288,84447333.33333333,26.331548547809216,26.331548547809216,,,,,,,,0.0,34.93,punctate,0.0,1.37,4.87,,,0.0,98.84,0.11,0.15,0.13,0.49,0.06,33.99,26889.8,10.38,73,127.0,8.2,46.0,711.0,867.5,1.0,1.0,0.0,0.0,0.0,-0.10114788135593226,0.4279661016949153,0.4494851694915254,0.0,0.0,0.085,0.716,0.051,0.233,0.17,0.06,2.25,0.0,0.0,0.229,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0
YOL151W,0,1029.0,41.5938,0.1823,-0.170140845070422,0.230783284742467,0.0,0.0758,0.0117,0.0729,0.07,0.0641,0.0554,0.0262,0.0554,0.0933,0.0845,0.0175,0.0525,0.0379,0.0262,0.0292,0.0729,0.0437,0.0816,0.0087,0.0175,0.312,0.2187,0.2478,0.14290000000000003,0.1487,0.22449999999999998,0.4051,0.2916,2.0,1.0,14.0,146.0,1.0,0.0,0.0,0.0,5.072659513992409,-0.0518737958588216,-0.5346555647865839,850003333.3333334,29.662893259663036,29.662893259663036,4578.90608695652,0.442720683753747,0.213,10.468,0.137,76.31,4.249,0.0,17.84,below threshold,0.0,0.9,3.91,,,0.0,81.44,0.09,0.24,0.28,0.6,-0.27,34.87,38162.8,6.06,71,18.0,5.5,43.0,1029.0,1171.0,1.0,5.0,0.0,0.0,0.0,-0.9101941520467837,0.05263157894736842,0.028546783625730997,0.0,0.0,0.05,0.477,0.135,0.388,0.14,0.04,2.3,0.0,0.041,0.418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0
YOL152W,0,1863.0,39.6135,0.0389,,,,0.0467,0.0209,0.0403,0.0435,0.0644,0.0612,0.0258,0.0902,0.0531,0.095,0.0209,0.037,0.0467,0.029,0.0483,0.087,0.0451,0.0709,0.0177,0.0548,0.3929,0.2319,0.2061,0.0838,0.1272,0.2738,0.4606,0.211,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,3.8912563375183,2.66046427351672,2.340683817599392,27188000.0,24.696466745202553,24.696466745202553,,,0.009,1.382,0.009,150.094,0.945,0.0257648953301127,16.71,below threshold,0.0,,,,,0.0,92.31,0.14,0.14,0.09,0.48,0.1,42.13,70917.0,8.79,193,106.0,,39.0,1863.0,2033.0,,9.0,0.0,0.0,0.0967741935483871,-0.21730548387096774,0.31290322580645163,0.41303596774193546,1.0,1.0,0.048,0.534,0.127,0.339,0.22,0.07,2.04,0.0,0.01,0.569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0
YOL159C,0,516.0,35.2713,0.2716,-0.016458333333333,0.076982558139535,0.0,0.0349,0.0291,0.0698,0.0523,0.0407,0.0465,0.0174,0.0523,0.0116,0.093,0.0233,0.0814,0.0523,0.0349,0.0349,0.0988,0.0756,0.0465,0.0058,0.093,0.3314,0.2791,0.2035,0.1221,0.0639,0.4128,0.38949999999999996,0.18599999999999997,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.902265101654811,1.26893618848432,2.1222944779922193,,,23.219964456178285,,,0.219,7.047,0.15,47.083,3.828,0.0116279069767441,17.01,below threshold,0.0,,,,,0.0,70.34,0.14,0.14,-0.03,0.41,-0.38,32.25,19560.7,4.05,48,11.0,,29.0,516.0,951.0,,,0.0,0.0,0.8421052631578947,-0.43897894736842097,0.28654970760233917,0.36638245614035087,0.0,0.0,0.117,0.193,0.234,0.573,0.0,0.2,2.92,1.0,0.07,0.211,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.058,0
YOL159C-A,0,273.0,34.7985,0.0405,,,,0.0,0.044,0.0659,0.0989,0.0659,0.044,0.033,0.0659,0.0659,0.1209,0.011,0.0549,0.022,0.044,0.044,0.044,0.044,0.033,0.022,0.0659,0.3736,0.1648,0.2308,0.1648,0.1429,0.2968,0.3846,0.3077,1.0,3.0,52.0,2.0,2.0,0.0,0.0,0.0,1.258113549685715,1.70577395450159,1.7429412327761156,,,24.83311876696298,,,,,,,,0.0,17.64,below threshold,0.0,,,,,0.0,76.54,0.16,0.12,-0.08,0.39,-0.5,42.26,10928.5,4.84,108,504.0,17.9,,273.0,1019.0,,,0.0,0.0,0.5,-0.7647833333333334,0.25555555555555554,0.1774088888888889,0.0,0.0,0.022,0.178,0.433,0.389,0.0,0.22,2.91,0.0,0.0,0.067,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.033,0
YOL162W,0,648.0,37.8086,0.0087,,,,0.0602,0.0185,0.0278,0.0185,0.0556,0.0556,0.0185,0.0741,0.0463,0.1574,0.0231,0.0602,0.0324,0.0231,0.0509,0.0741,0.0741,0.0509,0.0185,0.0556,0.412,0.2222,0.2593,0.046299999999999994,0.11570000000000001,0.3056,0.4954,0.16199999999999998,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,-0.823083423708423,2.64685257400613,2.897133456728431,,,23.82920305871066,,,,,,,,0.0,16.41,below threshold,0.0,,,,,0.0,106.77,0.13,0.12,0.08,0.46,0.3,48.84,24494.1,9.94,,,,,648.0,844.0,,,0.0,0.0,0.0,0.09203953488372092,0.4418604651162791,0.5982130232558139,0.0,1.0,0.0,0.465,0.126,0.409,0.04,0.12,2.52,0.0,0.0,0.233,0.0,0.0,0.0,0.009,0.0,0.14,0.0,0.023,0
YOL163W,0,510.0,41.5686,0.0075,,,,0.0412,0.0118,0.0294,0.0353,0.0706,0.0824,0.0059,0.0882,0.0588,0.1,0.0588,0.0176,0.0176,0.0353,0.0412,0.0882,0.0647,0.0647,0.0471,0.0353,0.4059,0.2059,0.2353,0.0647,0.10590000000000001,0.2529,0.5059,0.1706,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,-0.8725312743174185,3.81336166929514,2.8681894662601435,,,24.479982865740627,,,,,,,,0.0,15.9,below threshold,0.0,,,,,0.0,91.34,0.15,0.11,0.05,0.46,0.35,40.35,19468.2,9.84,137,352.0,,,510.0,1147.0,,,0.0,0.0,0.0,0.3284828402366864,0.5384615384615384,0.8409532544378697,0.0,1.0,0.03,0.675,0.006,0.319,0.04,0.13,2.58,0.0,0.0,0.059,0.0,0.0,0.0,0.018,0.0,0.01,0.03,0.018,0
YOL164W,0,1941.0,44.3071,0.2064,,,,0.085,0.0093,0.0495,0.068,0.0402,0.068,0.0247,0.0603,0.0479,0.0835,0.0278,0.0526,0.0386,0.0495,0.0556,0.0556,0.0587,0.0711,0.0155,0.0371,0.3076,0.2148,0.2643,0.11750000000000001,0.12819999999999998,0.26280000000000003,0.4205000000000001,0.24569999999999997,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.35723715379701,1.02283905074848,0.7873435034514946,,,23.303617782432802,,,0.008,1.41,0.008,182.904,1.7,0.0,,,0.0,,,,,0.0,80.09,0.09,0.12,0.07,0.47,-0.29,42.37,72637.3,6.42,56,414.0,,20.0,1941.0,2281.0,,3.0,0.0,0.0,0.02321981424148607,-0.6666642414860682,0.09752321981424149,0.05430371517027865,0.0,0.0,0.002,0.395,0.187,0.418,0.09,0.09,2.47,0.0,0.039,0.477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0
YOL164W-A,0,183.0,34.4262,0.006,,,,0.0328,0.082,0.0,0.0,0.0328,0.0164,0.0984,0.1475,0.0492,0.1311,0.0164,0.0492,0.0328,0.0,0.0492,0.0656,0.082,0.0328,0.0,0.0656,0.4098,0.1639,0.1803,0.0,0.1968,0.34440000000000004,0.45899999999999996,0.1968,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,,24.941214264998056,,,,,,,,0.0,,,0.0,,,,,0.0,117.33,0.1,0.15,0.08,0.49,0.54,13.73,7005.6,9.37,67,403.0,,,183.0,,,,0.0,0.0,0.13333333333333333,1.1047616666666669,0.85,1.1924733333333328,0.0,0.0,0.0,0.65,0.067,0.283,0.0,0.27,2.95,0.0,0.0,0.083,0.0,0.0,0.0,0.0,0.0,0.83,0.05,0.083,0
YOR001W,0,2202.0,38.465,0.2918,-0.188666666666666,0.145708446866484,-0.031176470588235,0.0572,0.0041,0.0708,0.0763,0.03,0.0272,0.0232,0.0681,0.0845,0.1063,0.015,0.0654,0.0599,0.0272,0.0586,0.0886,0.0341,0.0572,0.0095,0.0354,0.3065,0.2411,0.2548,0.1471,0.1663,0.2548,0.37870000000000004,0.3134,383.0,32.0,145.0,242.0,198.0,150.0,99.0,14.0,6.322104811861671,0.349231654477973,0.5001745242105102,1260933333.3333333,30.231844856243093,30.231844856243093,405.8018,0.0392357578322631,0.094,15.948,0.072,221.567,17.328,0.1730245231607629,46.05,nucleus,1.0,,,,,0.0,85.14,0.08,0.13,-0.01,0.42,-0.59,45.2,84036.4,7.15,15,85.0,12.0,11.0,2202.0,2363.0,,35.0,1.0,0.0,0.1855388813096862,-0.8908238744884037,0.16098226466575716,0.152487721691678,1.0,0.0,0.08,0.457,0.079,0.464,0.22,0.06,2.04,0.0,0.007,0.377,0.0,0.003,0.0,0.015,0.0,0.0,0.0,0.065,0
YOR002W,0,1635.0,38.9602,0.0053,0.98725,0.500894801223245,-0.251645569620253,0.0642,0.0165,0.0275,0.0202,0.0899,0.0514,0.022,0.0826,0.044,0.1339,0.0239,0.0367,0.0624,0.0294,0.0312,0.0807,0.0404,0.0477,0.0294,0.0642,0.4477,0.2312,0.2422,0.0477,0.09719999999999998,0.26789999999999997,0.5358,0.1449,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,7.10322995253767,0.688675222612211,0.7246784965029576,,,23.8742549404389,,,0.125,15.711,0.095,165.671,20.476,0.0,18.0,below threshold,0.0,,,,,,,,,,,,,,,40,79.0,,41.0,1635.0,1770.5,1.0,,0.0,0.0,0.022058823529411766,0.22381176470588238,0.3492647058823529,0.46878860294117664,0.0,1.0,0.002,0.625,0.055,0.32,0.09,0.13,2.33,0.0,0.0,0.579,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.031,0
YOR004W,0,765.0,39.8693,0.4441,-0.1066,0.088396078431373,-0.008321678321678,0.0549,0.0196,0.0431,0.0588,0.0196,0.0392,0.0196,0.0392,0.1333,0.0784,0.0157,0.0667,0.051,0.0471,0.0745,0.0863,0.051,0.0745,0.0,0.0235,0.2353,0.2431,0.2078,0.10189999999999999,0.2274,0.2942,0.3058,0.3293,7.0,4.0,27.0,104.0,91.0,58.0,48.0,4.0,5.461248864993115,0.590312511330762,0.7951318497304061,1516733333.3333333,30.498320313300557,30.498320313300557,,,0.169,7.003,0.111,62.876,2.351,0.4156862745098039,15.68,below threshold,0.0,,,,,0.0,68.32,0.04,0.14,0.1,0.48,-0.89,57.01,28828.8,10.74,50,143.0,8.9,7.0,765.0,963.5,,13.0,0.0,1.0,0.18503937007874016,-1.4839129921259844,0.05905511811023622,0.03098464566929134,1.0,0.0,0.48,0.413,0.114,0.473,0.17,0.08,2.305,0.0,0.0,0.193,0.02,0.063,0.004,0.0,0.0,0.0,0.0,0.094,0
YOR005C,0,2835.0,37.4956,0.1323,,,,0.0381,0.0201,0.0593,0.0709,0.0392,0.0487,0.0212,0.0825,0.0836,0.0974,0.0138,0.0497,0.0381,0.0275,0.0593,0.0899,0.037,0.0667,0.0106,0.0455,0.3418,0.2265,0.2201,0.1302,0.1641,0.2697,0.39380000000000004,0.2943,18.0,52.0,136.0,44.0,17.0,7.0,4.0,2.0,3.8355747293373152,1.13157013628451,0.891041975471977,,,24.731354010622308,,,0.006,1.691,0.006,276.909,1.367,0.0084656084656084,16.92,below threshold,1.0,,,,,,,,,,,,,,,176,110.0,,37.0,2835.0,2979.0,,,1.0,0.0,0.09427966101694915,-0.9154134533898305,0.09004237288135593,0.06768029661016947,0.0,0.0,0.0,0.409,0.168,0.423,0.17,0.06,2.19,0.0,0.0,0.415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051,0
YOR006C,0,942.0,41.4013,0.3426,,,,0.0478,0.0287,0.051,0.1178,0.0223,0.0828,0.0223,0.0382,0.0764,0.0796,0.035,0.0669,0.035,0.0446,0.0669,0.0828,0.0096,0.0478,0.0223,0.0191,0.2293,0.2675,0.2803,0.1688,0.16559999999999997,0.25170000000000003,0.31210000000000004,0.3344,2.0,18.0,55.0,10.0,6.0,0.0,0.0,0.0,4.79765953431612,1.03520269494968,1.2796117102359175,243883333.33333334,27.86161593463302,27.86161593463302,,,0.096,10.4,0.081,128.99,43.87,0.445859872611465,36.59,cytosol,0.0,,,,,0.0,60.84,0.06,0.14,0.08,0.46,-0.9,55.45,35678.6,5.53,,41.0,4.6,12.0,942.0,1150.5,,11.0,0.0,0.0,0.24600638977635783,-1.5507942492012778,0.0926517571884984,0.05603897763578276,1.0,0.0,0.466,0.409,0.093,0.498,0.2,0.09,2.38,0.0,0.0,0.326,0.0,0.003,0.3,0.0,0.003,0.0,0.0,0.073,0
YOR007C,0,1041.0,41.0183,0.4979,-0.09325,0.471976945244956,0.156027397260274,0.1297,0.0029,0.0692,0.0893,0.0231,0.0807,0.0058,0.049,0.0807,0.072,0.0432,0.0692,0.0375,0.0461,0.0259,0.0836,0.0231,0.0346,0.0,0.0317,0.2104,0.2709,0.3343,0.1585,0.1124,0.25659999999999994,0.3833,0.27090000000000003,22.0,5.0,80.0,73.0,47.0,11.0,5.0,4.0,7.577210366730145,1.09849744618004,0.9061868269266715,11729000000.0,33.44936096521553,33.44936096521553,29994.64,2.90009169822783,0.116,7.03,0.09,78.344,2.239,0.5129682997118156,,,0.0,11.370000000000001,18.48,,,,,,,,,,,,,40,73.0,10.2,36.0,1041.0,1176.0,10.0,14.0,1.0,0.0,0.18786127167630057,-1.3120069364161848,0.09826589595375723,0.060295664739884396,1.0,0.0,0.439,0.636,0.006,0.358,0.25,0.05,2.14,0.0,0.0,0.321,0.0,0.0,0.156,0.0,0.0,0.0,0.006,0.087,0
YOR008C-A,0,225.0,36.4444,0.0138,,,,0.04,0.0267,0.0267,0.0133,0.0533,0.0,0.0267,0.08,0.04,0.1333,0.0533,0.04,0.0667,0.04,0.04,0.12,0.04,0.08,0.0267,0.04,0.4133,0.2267,0.24,0.04,0.1067,0.3067,0.5065999999999999,0.1467,0.0,0.0,0.0,,,0.0,0.0,0.0,-0.823083423708423,0.424338570708946,0.09152079817061176,,,23.43994240573483,,,1.3,4.516,0.197,22.975,2.712,0.0,16.24,below threshold,0.0,,,,,0.0,104.55,0.12,0.09,-0.06,0.38,0.45,87.15,8607.4,9.27,,,,,225.0,,,,0.0,0.0,0.08108108108108109,1.2191891891891893,0.7432432432432432,1.5436756756756758,0.0,1.0,0.068,0.608,0.014,0.378,0.0,0.22,2.875,1.0,0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.446,0.054,0
YOR010C,0,756.0,46.9577,0.37905,,,,0.1984,0.0,0.0317,0.0595,0.0079,0.0357,0.0,0.0397,0.0278,0.0833,0.0238,0.0159,0.0119,0.0278,0.004,0.25,0.0873,0.0675,0.004,0.0198,0.2222,0.3135,0.3651,0.0912,0.031799999999999995,0.4008,0.4444,0.123,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.8165198278730448,2.23891716036506,1.4176299848362457,,,24.823585473620383,,,,,,,,0.1428571428571428,,,0.0,,,,,0.0,89.88,0.03,0.54,0.73,0.84,0.28,49.5,24613.1,3.79,341,58.0,,63.0,756.0,1269.0,,,0.0,0.0,0.47808764940239046,-0.2356601593625498,0.33067729083665337,0.3573426294820716,0.0,0.0,0.538,0.653,0.024,0.323,0.44,0.03,1.67,1.0,0.012,0.12,0.0,0.0,0.227,0.0,0.0,0.0,0.004,0.255,0
YOR012W,0,414.0,42.029,0.1229,,,,0.1014,0.029,0.0652,0.0725,0.058,0.029,0.0435,0.058,0.0652,0.087,0.0217,0.0507,0.029,0.0,0.0507,0.1087,0.0435,0.0362,0.0072,0.0362,0.2826,0.2174,0.2826,0.1377,0.1594,0.2681,0.40569999999999995,0.2971,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.4551016484390066,,,,,24.350782278683663,,,0.087,4.489,0.071,63.115,21.961,0.0,17.01,below threshold,0.0,,,,,0.0,72.73,0.1,0.12,0.0,0.44,-0.31,53.71,15479.7,6.5,,,,,414.0,,,,0.0,0.0,0.145985401459854,-0.7959656934306569,0.27007299270072993,0.2792978102189781,0.0,0.0,0.109,0.511,0.073,0.416,0.07,0.08,2.4,0.0,0.0,0.226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0
YOR014W,0,2274.0,37.6869,0.346,0.260425531914893,0.426077396657875,0.11095238095238,0.0435,0.0106,0.0435,0.0818,0.0475,0.0303,0.0237,0.062,0.0712,0.0844,0.0172,0.0686,0.0554,0.0422,0.0383,0.1346,0.0633,0.0488,0.0066,0.0251,0.2744,0.2889,0.2269,0.1253,0.13319999999999999,0.34440000000000004,0.3351,0.2585,18.0,32.0,126.0,75.0,38.0,13.0,5.0,5.0,6.4501649171143605,0.341101516414842,0.5487171596917357,321290000.0,28.25930084189334,28.25930084189334,245.721330434783,0.0237580577887053,0.028,4.48,0.026,170.104,1.173,0.4089709762532981,53.36,cytosol,1.0,,,,,0.0,72.63,0.08,0.16,0.1,0.49,-0.57,49.3,85323.6,6.25,235,84.0,8.8,,2274.0,2840.0,3.0,48.0,1.0,0.0,0.41215323645970936,-0.9914595772787318,0.10700132100396301,0.08818322324966973,1.0,0.0,0.369,0.429,0.055,0.516,0.22,0.07,2.43,0.0,0.013,0.305,0.0,0.042,0.223,0.001,0.0,0.01,0.0,0.091,0
YOR016C,0,624.0,37.5,0.0697,-0.074287356321839,0.305368589743588,-0.064132231404959,0.0433,0.0096,0.0481,0.0625,0.0577,0.0433,0.0144,0.0913,0.0673,0.0962,0.024,0.0481,0.0192,0.024,0.0385,0.1106,0.0721,0.0721,0.0096,0.0433,0.3702,0.2212,0.226,0.1106,0.1202,0.30770000000000003,0.4375,0.2308,6.0,22.0,56.0,43.0,39.0,9.0,2.0,0.0,5.869396517960521,1.05887680757255,0.9790061283295516,852923333.3333334,29.667840828722333,29.667840828722333,,,0.194,6.951,0.137,50.58,3.181,0.0,44.35,ER,0.0,,,,,0.0,94.25,0.11,0.18,0.14,0.52,0.02,39.52,23514.2,6.79,87,121.0,9.8,35.0,624.0,943.5,,,0.0,0.0,0.014492753623188406,0.001337198067632865,0.37681159420289856,0.7132120772946859,0.0,1.0,0.0,0.473,0.193,0.334,0.2,0.07,2.11,1.0,0.0,0.261,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.029,0
YOR020C,0,321.0,42.9907,0.1852,-0.543749999999999,0.500691588785046,0.049620253164557,0.0935,0.0,0.0654,0.0467,0.028,0.0748,0.0,0.0654,0.1028,0.1028,0.0187,0.0467,0.0467,0.0561,0.028,0.0467,0.0374,0.1215,0.0,0.0093,0.3271,0.215,0.2617,0.1121,0.1308,0.19619999999999999,0.4392,0.2429,2.0,92.0,188.0,36.0,29.0,5.0,1.0,1.0,7.683372334812435,1.3052897475649,1.2443860516916754,1631166666.6666667,30.603257053774563,30.603257053774563,,,0.475,4.462,0.212,21.055,1.407,0.0,,,0.0,4.38,4.9399999999999995,,,0.0,108.94,0.04,0.32,0.47,0.7,0.02,17.51,11374.4,9.69,24,79.0,13.3,42.0,321.0,455.0,,12.0,0.0,1.0,0.009433962264150943,-0.8339009433962263,0.2169811320754717,0.17566037735849055,0.0,0.0,0.104,0.387,0.255,0.358,0.04,0.03,2.52,0.0,0.0,0.151,0.0,0.009,0.0,0.085,0.0,0.0,0.0,0.066,0
YOR020W-A,0,273.0,40.6593,0.4864,,,,0.1099,0.0,0.0769,0.044,0.044,0.0659,0.011,0.033,0.1209,0.044,0.022,0.0549,0.022,0.044,0.011,0.1099,0.0879,0.0659,0.0,0.022,0.2088,0.2527,0.2198,0.1209,0.1429,0.3187,0.3408,0.2638,0.0,0.0,0.0,28.0,28.0,24.0,1.0,0.0,2.297158025060405,2.53122412645809,2.138760331540137,47683333.333333336,25.50698178629459,25.50698178629459,537.691852173913,0.0519878110453839,,,,,,0.6153846153846154,,,0.0,,,,,0.0,57.44,0.07,0.14,-0.03,0.43,-0.62,22.99,9618.8,8.97,105,173.0,4.6,94.0,273.0,501.0,,5.0,0.0,0.0,0.3,-1.1414355555555555,0.3111111111111111,0.45461555555555555,1.0,1.0,0.978,0.633,0.0,0.367,0.02,0.09,2.455,0.0,0.0,0.156,0.0,0.0,0.311,0.522,0.0,0.0,0.033,0.111,0
